Company Name,Job Title,Job Location,Job Description
Target,Red Team Sr. Engineer - Infrastructure Development Specialist (Full-Time Remote or Hybrid),"Brooklyn Park, MN","Location: 7000 Target Pkwy N, Brooklyn Park, Minnesota, United States, 55445

 **JOIN TARGET CYBERSECURITY AS A RED TEAM SENIOR ENGINEER - INFRASTRUCTURE
DEVELOPMENT SPECIALIST**

(Full-Time Remote or Hybrid)

About Us

Target is an iconic brand, a Fortune 50 company, and one of America’s leading
retailers. Target as a tech company? Absolutely. We’re the behind-the-scenes
powerhouse that fuels Target’s passion and commitment to cutting-edge
innovation. We anchor every facet of one of the world’s best-loved retailers
with a strong technology framework that relies on the latest tools and
technologies—and the brightest people—to deliver incredible value to guests
online and in stores. Target Technology Services is on a mission to offer the
systems, tools and support that guests and team members need and deserve. We
drive industry-leading technologies in support of every angle of the business,
and help ensure that Target operates smoothly, securely and reliably from the
inside out. Our high-performing teams balance independence with collaboration,
and we pride ourselves on being versatile, agile and creative. Use your
skills, experience, and talents as a member of a world-class cyber security
team!

Target brings our Vision and Purpose to Life through:

INCLUSIVITY

  * Value diverse voices and approaches
  * Be authentic and respectful
  * Create equitable experiences

CONNECTION

  * Build trusted relationships
  * Collaborate across business functions
  * Recognize and celebrate progress

DRIVE

  * Do what is right for Target, our team & guests
  * Deliver results that matter
  * Progress over perfection & continually learn

About Red Team

Target's Red Team uses adversary emulation to train defenders, and validate
the processes and technology defending the organization as part of Cyber
Security. We have a high level of transparency between teams. Organizational
improvement is our foremost goal. Our frequent and short operations are
supplemented with direct training, purple team work, and consulting within the
company on security risk. We rely heavily on infrastructure and automation.
Get a better sense of how our team functions! Watch ""One Hundred Red Team
Operations a Year"" on YouTube.

Red Team members regularly:

  * Consult on, design, and execute adversary emulation operations
  * Conduct research into real-world threat actor tactics, techniques, and procedures to develop proof-of-concept tools and playbooks
  * Bypass preventative and detective security controls to accomplish operational goals
  * Partner with the Cyber Security Incident Response Team and other stakeholders in the organization to identify improvement opportunities
  * Collaborate with Cyber Threat Intelligence, Detection, and Threat Hunting engineers and analysts on research
  * Work with non-security engineering teams to educate, and collaborate on operational objectives

Expect To:

  * Maintain secure infrastructure in cloud environments
  * Develop infrastructure code in Python, HCL (Terraform), and Salt
  * Maintain tools in Python, C#, Powershell, Go, or C
  * Manage work effectively in the team’s project management tools (Github/JIRA)
  * Respond to the quick-changing needs and priorities of the team
  * Support team members as end-users
  * Learn the techniques of Threat Actors and apply that lens to engineering work

About You

  * Has three years minimum experience in offensive security, defensive security, information technology infrastructure, and/or software development, or equivalent bachelor’s degree
  * Develops tools in one or more programming languages and frameworks
  * Demonstrates basic offensive security knowledge
  * Demonstrates a basic understanding of the impact of Red Team work on an organization and its customers
  * Prioritizes process improvement
  * Seeks out cross-team collaboration opportunities
  * Clearly and respectfully communicates technical issues in a training or mentorship setting
  * Resolves routine technical issues with minimal assistance
  * Builds strong commitment within a team to support the appropriate priorities
  * Demonstrates Agile project management principles within a team
  * Stays current on relevant technologies with self-directed learning

Desirable Skills:

  * Cloud infrastructure as code engineering with containers; Google Cloud, Terraform preferred
  * Strong Python, C#, Powershell, Go, or C project development
  * Solving difficult problems, and creatively subverting systems
  * Ability to analyze the tools and techniques of in-the-wild threat actors
  * Understands Threat Actor trends impacting organizational security

 ** _This position may be considered for a Full-Time Remote or Hybrid work
arrangement based on Target’s needs. A Hybrid work arrangement means the team
members_** ** __****_core role will be a blend of virtual and_** **
__****_onsite at a Target location_** ** _._** ******_A Full-Time Remote work
arrangement means the team member works full-time from home or an alternate
location that’s not_** ** __****_a_** ** __****_Target location, does not have
a desk at their primary HQ work location and may travel to HQ up to 4 times
a_** ** __****_year._**

 ** _Colorado, Connecticut or Nevada Residents Only:_** ** __**_The salary
range for Colorado, Connecticut or Nevada residents is_ _$75,000_ ___to_
_$135,000 annually_ _._ ___Pay is based on several factors including but not
limited to education, work experience, certifications, etc. In addition to
your salary, Target cares about and invests in you as a team member, so that
you can take care of yourself and your family. Find_ ___competitive benefits_
___from financial and education to well-being and beyond._

 **Americans with Disabilities Act (ADA)**

Target will provide reasonable accommodations (such as a qualified sign
language interpreter or other personal assistance) with the application
process upon your request as required to comply with applicable laws. If you
have a disability and require assistance in this application process, please
visit your nearest Target store or Distribution Center or reach out to Guest
Services at 1-800-440-0680 for additional information.

"
AccessParks,Network Engineer - Wireless/LTE/Wi-Fi,Remote,"Seeking experienced network engineer / sysadmin with a background in the WISP
industry. This role is for someone looking for a long term career with an
incredible amount of cross training among various technologies. Fully remote
position.

Required Skills:

* Strong understanding of the TCP/IP model  
* Experienced Systems Administration  
* Advanced networking with Brocade/Ruckus switches, Ruckus and Cambium Wi-Fi access points, Cisco switches, and Mikrotik Routers. Competing product experience is also accepted as long as you are a subject matter expert.  
* Candidate must also be able to both communicate and document work clearly.  
* Available during PST hours

Preferred Skills:

* Familiarity with LTE systems, primarily Telrad or Baicells is a big plus.  
* History working with RF technologies  
* Strong WISP industry experience  
* DevOps and automation  
* Experience working in a Start Up environment

If you feel you have a strong baseline and the ability to grow then this
opportunity is for you.

Job Type: Full-time

Pay: $70,000.00 - $100,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Disability insurance
  * Flexible schedule
  * Health insurance
  * Life insurance
  * Paid time off
  * Professional development assistance
  * Vision insurance

Schedule:

  * Monday to Friday
  * On call
  * Weekend availability

Supplemental Pay:

  * Bonus pay

Application Question(s):

  * We need business hours PST time zone support. Are you able to work during this shift?

Education:

  * Associate (Preferred)

Experience:

  * Computer Networking: 5 years (Required)
  * LAN: 5 years (Required)

License/Certification:

  * CCNP (Preferred)
  * CCNA (Preferred)
  * CCIE (Preferred)

Work Location:

  * Fully Remote

COVID-19 Precaution(s):

  * Remote interview process
  * Virtual meetings

Work Location: Remote

"
Northwest Community Credit Union,Senior Network & Information Security Engineer,Remote,"_Northwest Community Credit Union believes in providing our employees an
environment where they can flourish personally and professionally. We are
proud that we have never lost sight of our founders' commitment to providing
each individual, and our community, with uncommon care. Join a team with a
rich heritage of serving our region for more than 70 years!_

_Northwest Community Credit Union serves members from offices in 14 locations
across Oregon._  
  
**Senior Network & Information Security Engineer Salary:** **$85,569 -
$104,822/year** _(dependent upon knowledge, skills, and ability)_  
  
**Position Primary Purpose:**

Responsible for managing, designing, and administrating NWCU's Network and IT
Security platforms. Works with internal teams and vendors to oversee day-to-
day operations of the NWCU Networking and Information Security infrastructure,
as well as developing and maintaining measures to uphold the security of the
organization's systems and information assets.

**Responsibilities:**

  * Leads projects to design, implement, and test network infrastructure and information security systems, and processes.
  * Works with technical teams to ensure that hardware and software infrastructure is maintained with latest firmware and software requirements.
  * Manages basic and expedited support to resolve all networking and cybersecurity related issues.
  * Troubleshoots and resolves all expedited network and cybersecurity issues impacting the customers' challenges and needs..
  * Communicates proactively the status, plan of action(s), and resolution(s) of issues.
  * Monitors and reports the performance and reachability of network components against KPIs and takes preemptive and restorative measures to minimize interruptions as well as isolate and define problem areas.
  * Configures and maintains infrastructure protecting IT systems against unauthorized access, modification, or destruction.
  * Assists management in developing logical, financially responsible, and performant network infrastructure based on industry best practices for a regulated financial institution.
  * Assists in design and implementation of dynamic routing/WAN/LAN and overall network infrastructure.
  * Performs networking interconnectivity and security infrastructure operational tasks in Microsoft Azure and other cloud providers.
  * Assists management in analysis of security systems and applications, and recommends and develops measures to protect information against vulnerabilities, data exfiltration, and unauthorized access.
  * Performs diagnostic analysis of the network system, identifying possible faulty devices, troubleshooting faulty modules, troubleshooting network problems and outages, and prepares necessary documentation detailing actions taken.
  * Performs on-site and telephonic technical services necessary to insure the continuing operation and optimization of the network.
  * Ensures adherence to network and security frameworks based on the NIST 800-53 model and PCI (Payment Card Industry) for a financial institution.
  * All other duties as assigned.

 **Previous Experience:**

A minimum of five (5) years' related work experience in network and system
security is required. Previous financial institution experience is preferred.

**Education:**

High school diploma (GED equivalent) required. Degree in Information
Technology or related curriculum preferred. Certified Information Security
Manager (CISM), and/or Certified Information Systems Security Professional
(CISSP) certifications desired. Cisco Certified Networking Associate (CCNA),
and/or Cisco Certified Network Professional (CCNP) certifications desired.
Training in ITIL/IT Service Management processes is desired.

 **Demonstrated Abilities:**

  * Familiarity with NIST 800-53, PCI and CIS Controls Frameworks.
  * Experience administrating and managing firewall technologies such as Palo Alto, Cisco, and Checkpoint.
  * Experience administrating Virtual Private Networking solutions for third-party connectivity.
  * Experience administrating and managing Cisco Systems routing and switching technologies.
  * Experience or equivalent certification with Azure Networking and Firewalling concepts.
  * Experience with Security Information and Event Management (SIEM) technologies.
  * Experience managing and deploying WAN technologies based on standard routing protocols.
  * Experience and/or familiarity with data loss prevention technologies, intrusion detection/prevention platforms, vulnerability scanning systems, secure email gateways, and other similar security technologies.
  * Strong commitment to continuous education on networking concepts and cyber security education.
  * Able to identify, prioritize, and solve complex network-related problems.
  * Able to work in a fast paced complex and dynamic environment.
  * Poise under pressure and comfort with ambiguity.
  * Outstanding analytical, verbal and written skills.
  * Experience with writing system and process documentation.
  * Ability to remain highly adaptable in a growing organization.
  * Experience implementing security standards, policies and procedures.
  * In-depth knowledge of the OSI model.

  
Equal Opportunity Employer Veterans Disabled

"
Verizon,Systems Performance Engineer,"Orlando, FL","When you join Verizon

Verizon is one of the world’s leading providers of technology and
communications services, transforming the way we connect across the globe.
We’re a diverse network of people driven by our shared ambition to shape a
better future. Here, we have the ability to learn and grow at the speed of
technology, and the space to create within every role. Together, we are moving
the world forward – and you can too. Dream it. Build it. Do it here.

What you’ll be doing...

Customers expect our networks to perform at a high level all the time. That’s
where you come in. You will investigate, evaluate and resolve network and data
performance issues to ensure efficient and reliable service for our customers.
The work you’ll be doing will directly impact customer satisfaction and help
keep us ahead of the competition.

  * Evaluating service performance trends and isolating root causes of impacted services.
  * Performing VoLTE testing and analyses of relevant key performance indicators.
  * Coordinating technical investigations and testing with appropriate regional, area and HQ functions.
  * Providing technical analysis, troubleshooting, and training assistance to markets and regions as requested.
  * Optimizing LTE and RAN networks using traditional and innovative means.
  * Investigating and resolving customer complaints regarding service.
  * Integrating new cell sites, small cells, and DAS systems into existing macro network.

Where you’ll be working:

In this hybrid role, you’ll have a defined work location that includes work
from home and assigned office days set by your manager.

What we’re looking for...

You have a strong customer service orientation. You like to take ownership of
an issue and resolve it successfully. You are able to understand and evaluate
a complex problem and present solutions. You work well independently as well
as effectively with diverse business teams and vendors to implement solutions.

You’ll need to have:

  * Bachelor’s degree or four or more years of work experience.
  * Four or more years of relevant work experience.
  * Knowledge of LTE including VoLTE and RAN networks.
  * Knowledge of IP and transport protocols.

Even better if you have one or more of the following:

  * A degree.
  * Knowledge of at least one data collection tool such as Datapro, and TEMS Symphony.
  * Knowledge of data analysis/post-processing tools such as Irisview, Windcatcher/Actix/TEMS Discovery.
  * Knowledge of propagation and optimization modeling tools such as Planet, GeoPlan, ACP, DB Planner.
  * Knowledge of programming languages such as C++, Python, Unix, scripting tools.
  * Knowledge of mapping software such as MapInfo, ArcGIS, Topo.
  * Knowledge of Ericsson systems including OSS and 3GPP LTE standards.
  * Ability to differentiate and diagnose RAN and CORE related problems.
  * Understanding of IMS and systems engineering aspects related to RAN and proficiency in Core level call flow analysis.

If Verizon and this role sound like a fit for you, we encourage you to apply
even if you don’t meet every “even better” qualification listed above.

Additional qualification:

  * Willingness to travel up to 25%.
  * Valid driver’s license.

Equal Employment Opportunity

We’re proud to be an equal opportunity employer - and celebrate our employees’
differences, including race, color, religion, sex, sexual orientation, gender
identity, national origin, age, disability, and Veteran status. At Verizon, we
know that diversity makes us stronger. We are committed to a collaborative,
inclusive environment that encourages authenticity and fosters a sense of
belonging. We strive for everyone to feel valued, connected, and empowered to
reach their potential and contribute their best. Check out our **diversity and
inclusion** page to learn more.

COVID-19 Vaccination Requirement

Verizon requires new hires to be fully vaccinated against COVID-19. Verizon
provides reasonable accommodations consistent with legal requirements (e.g.,
for medical or religious reasons).

  

  
  
Internal ID: 591608

"
Liberty Mutual Insurance,Cybersecurity Solutions Engineer,Remote,"At Liberty Mutual, our purpose is to help people embrace today and confidently
pursue tomorrow. That's why we provide an environment focused on openness,
inclusion, trust and respect. Here, you'll discover our expansive range of
roles, and a workplace where we aim to help turn your passion into a rewarding
profession.

Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great
Place to Work® US for the past several years. We were also selected as one of
the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's
2020 list. For many years running, we have been named by Forbes as one of
America's Best Employers for Women and one of America's Best Employers for New
Graduates—as well as one of America's Best Employers for Diversity. To learn
more about our commitment to diversity and inclusion please visit:
https://jobs.libertymutualgroup.com/diversity-inclusion

We value your hard work, integrity and commitment to make things better, and
we put people first by offering you benefits that support your life and well-
being. To learn more about our benefit offerings please visit:
https://LMI.co/Benefits

Liberty Mutual is an equal opportunity employer. We will not tolerate
discrimination on the basis of race, color, national origin, sex, sexual
orientation, gender identity, religion, age, disability, veteran's status,
pregnancy, genetic information or on any basis prohibited by federal, state or
local law.

**Job Summary** ****

The Cybersecurity Solutions Engineer is a role within the Liberty Mutual
Cybersecurity Operations Center responsible for building and implementing new
capabilities for cyber threat hunting, monitoring and identification of
anomalous activity for the Cyber Security Operations Center. Conduct threat
monitoring and hunting while utilizing cyber threat intelligence to expand
capabilities beyond SIEM detections. Utilize threat data to conduct
investigations which may result in security incidents. The role includes
mentoring Senior CSOC engineers through incident response consultation or
through incident escalation. This is a critical front-line cyber security role
responsible for protecting Liberty Mutual' s assets, networks, and systems
from cyber threats.

**Job Responsibilities**

  * Perform threat hunting and risk assessments, conduct incident handling tasks based on daily process and/or procedure.
  * Identify potential security control gaps in an enterprise environment and provide solutions to mitigate compromise. Review threat intelligence to ensure enterprise is prepared to defend attacks.
  * Complete threat assessments to properly scope organizational wide incidents.
  * Conduct threat hunting across the enterprise network to discover indicators of a network breach or system compromise.
  * Comprehensive knowledge of Firewall, IDPS and WAF logs, ability to hunt for threats across the perimeter and across cloud environments. 
  * Incorporate cyber threat intelligence to enhance hunting capabilities. 
  * Investigate alerts generated by network security controls to prevent data loss and maintain the integrity of corporate information.
  * Participate in Financial sector and Information Security communities to share and consume intelligence to further enhance discovery capabilities.
  * Analyze files and binaries for indicators of malicious capabilities resulting in reporting on findings which can be used for retrospective or future detection.
  * Provide mentoring to Senior Cybersecurity Engineers on the processes of advanced information security investigation, threat hunting and incident procedures.
  * Develop applications or scripting for forensic and incident response analysis.
  * Deep understanding of key business initiatives and identifies improvements that address highly complex technical functional and technical gaps within single business process.
  * Provides consultation on highly complex technology to address security gaps which enable business processes. 
  * Ability to lead projects and enhance technology capabilities which support long term strategies
  * Works closely with Security Architects team to drive adaptation of security standards across the organization.
  * Ability to influence change to security posture though data driven analysis 
  * Required 24x7 on-call participation per on-call rotation
  * Apply continuous iteration to current processes and monitoring based on lessons learned. 

**Preparation, Training, and Experience**

  * Collegiate level degree in Computer Science, Computer Engineering, Information Security, or other related discipline
  * Active Cybersecurity certifications such as GCIH, GSEC, GREM, GCFA, GCFE (GCIH desirable)
  * 8 years of recent experience working as an information security professional
  * Previous experience working in a Cyber Security Operations Center is desirable
  * Must have excellent trouble-shooting and problem-solving skills
  * Knowledge of frameworks, standards, and best practices such as NIST, PCI, CIS-CSCs, COBIT, MITRE ATT&CK, Cyberkill Chain etc
  * Demonstrated experience working independently as a digital forensics and incident responder
  * Demonstrated understanding of General IT knowledge, Security Fundamentals, Network Systems, Firewalls, IDS/IPS Systems, Security Email Flow, End-point Security, and, Network Security concepts Windows & Linux Systems Administration, malware analysis, cyber threat hunting, cyber threat intelligence, offensive tactics techniques, and procedures, and cloud security fundamentals.
  * Demonstrated experience with application security.
  * Experience using Security Information Event Management platform/case management.
  * Desirable experience building playbooks, scripts, and development of automation in support of security operations.
  * Excellent oral and written communication skills. 

**Desired Certifications:**

  * CompTiA Linux+; 
  * CompTIA Network+; 
  * SANS GIAC GSEC GREM GCIH 
  * Cisco CCNA Cyber Ops 
  * CompTIA CySA+
  * OSCP
  * ISC2 CISSP or SSCP
  * Microsoft Azure / AWS Security / ISC2 CCSP / CSA CCSA

  
Bachelor's Degree  
19

"
Revature,Junior Security Engineer,"Winter Park, FL","We are seeking talented individuals that are motivated to kickstart their
Technology career. No prior professional experience required.

Revature is the largest and fastest growing employer of emerging technology
talent across the U.S. Come join us! As a **Revature Junior Security
Engineer** you will receive on-the-job-training to become an experienced
software engineer

 **Remote Interviews are starting now!**

 **  
Benefits for Junior Security Engineers:**

  *   
Launch a career with no prior experience

  * Learn to code on the job. That’s right: We pay you to learn.
  * Competitive salary
  * Relocation & housing assistance
  * Paid time off
  * Industry Certifications – Employer paid.
  * 401k
  * Mentoring program
  * Experience with the largest companies in the US
  * Career acceleration: Over 72% of Revature alumni have received an additional promotion and 92% saw their salary significantly increase after launching their tech career with Revature

 **Junior Security Engineer Training Program**

  * Full Time paid training
  * Real World Projects – to get your enterprise ready for placement with one of our corporate partners.
  * Training on the most in-demand programming skills in the job market. We work together with our corporate partners, to identify the skills that are most vital to their organization
  * We’re invested in your success—you’ll have an employee engagement team member to support and provide you with a wide range of assistance.
  * As a Revature employee, you’ll also have access to our expansive network of like minded peers who can show you the ropes to ensure you’ll rock your tech career.

 **  
What We Are Looking For**

  * College degree (Associates or Bachelors)
  * Must be authorized to work in the US
  * Strong desire to learn to code – No prior professional experience required.
  * A natural problem solver
  * Strong communication and interpersonal skills
  * Willing to relocate anywhere in the US – Relocation assistance provided

Working for Revature is more than a job, we develop you into an experienced
Software Engineer and put you on an accelerated career path. **Fast track your
tech career and work for a company that invests in you—whose own success is
dependent on your success.**

 **  
Equal Employment Opportunity**

The Company is an equal opportunity employer. We will extend equal opportunity
to all individuals without regard to race, religion, color, sex, pregnancy,
childbirth or related medical conditions, sexual orientation, gender identity,
national origin, disability, age, genetic information, marital status, veteran
status, or any other status protected under applicable federal, state, or
local laws. This policy applies to all terms and conditions of employment,
including but not limited to, hiring, placement, promotion, termination,
layoff, recall, transfer, leaves of absence, benefits, compensation and
training. If you require an accommodation to work based on any of these
protected factors, please notify the Human Resources Department, and the
Company will evaluate the request and provide an accommodation in accordance
with applicable law.

We seek to comply with all applicable federal, state and local laws related to
discrimination and will not tolerate the interference with the ability of any
of the Company’s employees to perform their job duties. Our policy reflects
and affirms the Company’s commitment to the principles of fair employment and
the elimination of all discriminatory practices.

"
Peterson Technology Partners,Systems Security Engineer,"Skokie, IL","**** Sponsorship is currently not provided for this particular role , Green
Card holders and US Citizens are encouraged to apply****

 **This is a 100% remote role, with occasional travel to Skokie, IL.**

 **Fantastic opportunity for a Systems Security Engineer!**

Our Chicago-based client is seeking a Systems Security Engineer to interact
with colleagues at all levels of the Infrastructure team and assist in
providing hands-on technical security engineering support for
software/hardware/server/network systems. Work is reviewed for soundness of
technical judgement and for following policies and procedures.

This position will apply system security and cyber security engineering
principles to moderately complex engineering issues and provide realistic and
implementable configuration management solutions designed to enhance the
Company’s security posture.

This position will be required to support the development of security systems
while monitoring the output of those security systems. This position will
investigate routine computer incidents under the direction of a senior
engineer’s. This position will handle confidential and proprietary
information.

 ** _Please submit your resume with the link to your LinkedIn Profile._**

 **Key Responsibilities:**

  * Conduct routine certification testing and maintain the security and integrity of cyber systems and networks.

  * Monitor IT security systems into corporate and store computing environments including systems used for logging, monitoring, intrusion detection, centralized cyber security knowledge base, and behavioral analysis.

  * Remediate issues occurring with any IT security systems including but not limited to unexplained system outages, cyber security incidents, issues with data collection feeds or interfaces with external MSSP providers.

  * Collaborate with IT teams to remediate any potential hardware or network issues that prevent detection capability.

  * Collaborate with senior staff in planning, designing, developing, deploying, integrating and maintaining cyber security tools.

  * Provide support in more complex cyber investigations.

  * Monitor new developments in the cyber security software/hardware marketplace, emerging technology trends and the security risks associated with those technologies.

  * Support demonstrating the applicability of tools in real-world applications using a risk- based methodology based on business impact and the threat landscape.

  * Create, revise and maintain documentation of processes and procedures in the central knowledge base.

  * Participate in after incident lessons learned meetings to give input on recommendations for additional tools or other mitigations for future incidents.

  * Track service availability and performance metrics and provide timely updates to management.

 **Minimum Skills, Knowledge and Abilities:**

  * Bachelors’ degree in Systems Engineering, Computer Engineering, Computer Science, or other closely related discipline. Equivalent experience may be considered in lieu of formal degree.

  * Minimum of three (3) years of hands-on experience in non-complex IT engineering systems that include basic network, storage, back-up, platforms, middleware, application with one (1) year of experience monitoring cyber security tools and responding to threats.

  * Prior experience and the ability to participate in cyber incident responses.

  * Demonstrated ability to prioritize, execute tasks and meet deadlines.

  * Ability to interact with colleagues from all levels of the organization, both technical and non-technical, and communicate technical ideas effectively.

  * Requires self-motivated approach to work with keen attention to detail and accuracy.

  * Ability to work in a team-oriented, collaborative environment with minimal oversight.

  * Computer proficiency in Microsoft Office, Internet and other security oriented software.

  * Proven ability to work effectively in a team environment as well as independently, with minimal direction.

 **Preferred Minimum Skills, Knowledge and Abilities:**

Hands-on experience in one or more of the following:

  * Endpoint Security

  * Firewalls

  * Web/Email Filter

  * Intrusion Prevention

  * Vulnerability Scanning

  * Penetration Testing

  * Forensics

  * SIEM

  * CASB

  * WAF

  * Application Whitelisting

Peterson Technology Partners (PTP) is an Equal Opportunity Employer that is
committed to diversity and inclusion in the workforce.

 **About the Company:**

Peterson Technology Partners (PTP) has been Chicago's premier Information
Technology (IT) staffing, consulting, and recruiting firm for over 23+ years.
Named after Chicago's historic Peterson Avenue, PTP has built its reputation
by developing lasting relationships, leading digital transformation, and
inspiring technical innovation throughout Chicagoland.

Based in Park Ridge, IL, PTP's 250+ employees have a narrow focus on a single
market (Chicago) and expertise in 4 innovative technical areas;

  * Cybersecurity
  * Artificial Intelligence
  * Data Science
  * Cloud & DevOps

PTP exists to ensure that all of our partners (clients and candidates alike)
make the best hiring and career decisions

Job Type: Full-time

Pay: $125,000.00 - $135,000.00 per year

Benefits:

  * Health insurance
  * Vision insurance

Schedule:

  * 8 hour shift

Supplemental Pay:

  * Bonus pay

Ability to commute/relocate:

  * Skokie, IL: Reliably commute or planning to relocate before starting work (Preferred)

Work Location: One location

"
Insight Global,Cisco ACI Network Engineer,Remote,"**Must Haves:**

· 3-5+ years of recent Cisco ACI experience – configuration, support and
troubleshooting _(Network Operations)_

· Cisco routing and switching experience

· Firewall support experience – Checkpoint*, Palo Alto, Firepower

 **Plusses** **:**

· Managed Service background/ experience

· Cisco ACI certification – DCACI or DCACIA

· Cisco CCNP Data Center or CCNP Enterprise

 **Job Description:**

An employer is looking for a Remote ACI Network Engineer for a direct hire
opportunity. This candidate will be joining the Network Operations team
responsible for the troubleshooting, maintenance, and configuration of Cisco
ACI. The client is currently finalizing an ACI deployment for one of their
large financial customers in Cincinnati. They are currently migrating from
Checkpoint. Once the deployment is complete, this candidate will be supporting
the full operations of the ACI solution for their financial customer.
Additionally, troubleshooting complex networks to identify root cause issue.
The client needs to be nearly a SME with Cisco ACI.

 ** _Essential Functions:_**

  * Cisco ACI experience – configuration, support, and troubleshooting (55%)
  * Routing/switching/firewalls -- The configuration, support, and troubleshooting of complex customer environments that encompass multiple datacenters (30%)
  * Network Design -- Design and build datacenter networks (10%)
  * Wireless – Configuration, support, and troubleshooting (5%)

Job Type: Full-time

Pay: $150,000.00 - $170,000.00 per year

Benefits:

  * 401(k)
  * Dental insurance
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * 8 hour shift
  * Monday to Friday

Work Location: Remote

"
IOMAXIS,Network Engineer II,"Lorton, VA","IOMAXIS is seeking a **Network Engineer II** to support operations in Lorton-
VA. This position provides tier two networking engineering support by handling
service requests that have been escalated by lower tiers. Support will be
provided onsite, remotely, over the phone, or via email. The engineer will be
required to develop solutions for network problems, and will maintain and
implement networking configurations. They should have the ability to analyze
existing systems and make proactive recommendations for improvements. This is
a full-time, onsite opening.

 **Education**

  * Associate of Science Degree in IT or CCNA and 2 years of operational experience
  * Network+ and 2-3 years of operational experience may be substituted for Associate of Science Degree

 **Clearance**

  * Active TS/SCI required

 **Required**

  * Familiar with Cisco IOS, Cisco ASA Family, and Cisco ISR Routing Platforms and Catalyst Switching platforms
  * Operational experience with the following technologies:
  * RE Tunneling
  * VPN Technologies (Site-to-Site IPSEC)
  * Routing Protocols (Static routes, RIP, EIGRP)
  * Switching Technologies ((Trunking, VLAN’s (Creation and Manipulation), Port-Security, Spanning-Tree))
  * Cisco Security and Protections technologies (Standard and Extended ACL’s, Creation of Access Control lists, Manipulation of existing list, Zone firewall techniques, ASA security levels and ACL structure), AAA
  * Familiarity with the following technologies (Linux, CentOS/Debian, GRE Tunnel creation, IPTables, Manipulation, NAT Creation, Strongswan or OpenVPN)

 **Preferred**

  * Security+ Certification

  * VPN Technologies (IPSEC) - Static VTI
  * Routing Protocols (OSPF, Route-Maps)
  * Source-Based Route manipulation

 **Attributes**

  * Must be resourceful and able to take initiative in a dynamic environment
  * Ability to effectively and efficiently troubleshoot technical problems

Job Type: Full-time

Pay: $100,000.00 - $120,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee assistance program
  * Employee discount
  * Flexible schedule
  * Flexible spending account
  * Health insurance
  * Health savings account
  * Life insurance
  * Paid time off
  * Parental leave
  * Professional development assistance
  * Referral program
  * Retirement plan

Schedule:

  * 8 hour shift

Supplemental Pay:

  * Bonus pay

Application Question(s):

  * This role requires an active TS/SCI. Please provide your SCI status (i.e. Active, Eligible, Inactive, N/A)?

Security clearance:

  * Top Secret (Required)

Work Location: One location

"
VeriCour,Systems Engineer,Remote,"**Systems Engineer**

The Systems Engineer is responsible for providing support to the team and
providing feedback to management on project status as well as completing the
duties surrounding all company technologies.

 ******This is a 6-Month Contract Role*******

 *****100% Remote*****

 **Responsibilities:**

  * Engineer, develop, and manage high-level technical design plans and implementation within the IT Infrastructure and Operations architecture.

  * Participate in solution design, implementation, and support of systems via the project management process.

  * Provide Tier 2 and 3 support for enterprise systems and infrastructure.

  * Design, build, deploy, and maintain the company’s hybrid cloud infrastructure.

  * Configure network devices such as cloud VNETs, VPCs, switches, routers, firewalls, and other network devices/appliances from multiple vendors.

  * Ensure proper documentation: create and maintain appropriate documentation for area of responsibility. Including topology, policy/procedures, and miscellaneous documents.

  * Proactively monitor assigned systems and services and respond appropriately to events and alerts.

 **Qualifications:**

  * 5+ years’ experience in a Systems Engineering or Network Engineering role.

  * 2-3 years’ experience in a Hybrid Cloud (AWS and/or Azure) environment.

  * Highly skilled in SolarWinds, required.

  * Extensive understanding and experience in creating documentation.

  * Expert in Microsoft Stack, required.

  * Strongly accomplished in supporting and managing Active Directory, and Group Policies.

  * Experience working in an Enterprise level environment.

  * Knowledge and experience Networking (Palo Alto, Meraki, Cisco Switches/Routers).

 ** _VeriCour provides equal employment opportunities to all employees and
applicants for employment without regard to age, ancestry, sex (including
gender identity), sexual orientation, disability (physical or mental), race,
color, national origin, creed, religion, veteran status, military service,
genetic information, immigration status, marital status, or pregnancy-related
conditions. Equal employment opportunity applies to all terms and conditions
of employment, including hiring, placement, promotion, termination, layoff,
recall, transfer, leave of absence, compensation, and training_** **.**

Job Types: Full-time, Contract

Pay: $70.00 - $80.00 per hour

Schedule:

  * Monday to Friday

Experience:

  * Systems Engineering: 5 years (Preferred)
  * Solarwinds: 1 year (Required)
  * Hybrid Cloud: 1 year (Required)
  * Microsoft Stack: 2 years (Required)
  * Active Directory: 1 year (Preferred)
  * Microsoft Dynamics 365: 1 year (Required)

Work Location: Remote

"
