Company Name,Job Title,Job Location,Job Description
"The Travelers Companies, Inc.",Data Scientist,"Hartford, CT","Company Summary

Taking care of our customers, our communities and each other. That's the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.

Job Category

Analytics & Research

Target Openings

1



Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms. As a Data Scientist, you will work with business partners to tell the story using data by identifying challenges and opportunities for data analysis and experiments. You will build models that solve key business challenges and enhance our customer experience.






Travelers is an equal opportunity employer. We value the unique abilities and talents each individual brings to our organization and recognize that we benefit in numerous ways from our differences.

If you are a candidate and have specific questions regarding the physical requirements of this role, please send us an email so we may assist you.

Travelers reserves the right to fill this position at a level above or below the level included in this posting.

To learn more about our comprehensive benefit programs please visit http://careers.travelers.com/life-at-travelers/benefits/."
"Vanu, Inc.",Data Scientist,"Lexington, MA","A unique position has arisen for a skilled, enthusiastic, and results-oriented data scientist in the budding global mapping group of a growing telecommunications company located in Lexington, Massachusetts. Vanu Inc is a global leader in providing wireless coverage to the 1.2 billion people worldwide currently unable to connect, with a particular focus on markets in Africa and South East Asia.
As a cartographically oriented data scientist you will help us to develop the technology and insight we need to address growing international interest in and application of our unique industry disrupting network planning and mapping capabilities. You will be an integral member of our analytics department focused both on the formulation of novel applications and the streamlining of existing tech.
The necessary credentials:
-Master’s degree or better in engineering or science-related field"
Tiro L.L.C.,Machine Learning Engineer / Data Scientist,Remote,"Data Scientist / ML Ops Engineer
The position
We are looking for a talented Data Scientist / ML Ops Engineer to join our client’s fast growing team in either in office or Remote. We are looking for a high caliber individual with a passion for building scalable machine learning (ML) platforms for deployment of automated ML based software solutions. In this position, you will be working with a very highly energetic team of engineers, data scientists, and developers, to develop and deploy ML solutions to solve engineering problems. The solutions will focus on improving operational efficiency and predictive maintenance using engineering and data science approaches.
Responsibilities
You will be responsible for:"
ScienceIO,Lead Data Scientist,"New York, NY","Please apply here: https://app.dover.io/apply/scienceio/1abae491-43da-43f0-a86d-a98e93409912?rs=55634680
ScienceIO is on a mission to build a more transparent, connected, and equitable healthcare system.
As Lead Data Scientist, you’ll be a key member of our growing data science & machine learning team and work closely with the founders to build up data science culture and best practices across the organization. As data scientists ourselves, we care deeply about building infrastructure and aligning incentives to support great data science.
The role & opportunity
You will lead our initiative to build better, fairer, and more transparent machine learning models for healthcare by improving the way we understand and improve our data and models"
NIKE INC,Associate Data Scientist,"Beaverton, OR","Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Within North America Marketplace Operations we are transforming into a data driven fulfillment network focused on inventory flexibility, and optimization while ensuring Nike delivers an elevated experience to all its customers and consumers. Ensuring we can support our highest growth areas of the business while improving our service levels across all channels, and changing the way we work provides new challenges every day, while providing massive opportunity for innovation and personal growth.

WHO WE ARE LOOKING FOR


WHAT YOU WILL WORK ON


WHO YOU WILL WORK WITH


WHAT YOU BRING"
The Home Depot,"Associate Data Scientist, Marketing & Online (Remote)","Atlanta, GA","The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WY

Position Purpose:
The Associate Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role works closely with Data Scientists and/or Sr. Data Scientists in their team to develop solutions by applying advanced analytics methods and algorithms for identifying trends and providing business solutions. Based on the specific data science team, this role may need to develop skills in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.

As an Associate Data Scientist, you will develop skills that effectively leverage data science methodologies to creatively solve business problems and provide strategic insights. This requires effective communication skills as well as continuous learning and development at both the technical and business level.




This position reports to manager or above
This position has 0 direct reports



1. Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.


No travel required.


























-"
Selby Jennings,Data Scientist,Remote,"Company Summary: A leading Medical Malpractice Insurance Firm in the US with over a billion dollars in written premium is looking to hire a Data Scientist. The firm is looking to add someone who is passionate about data and applying the latest machine learning technology to solve business problems. This role is fully remote and is an urgent hire!
The Data Scientist will be responsible for:
Developing and implementing machine learning technologies
Identify and propose new technologies and tools that could be of benefit
Leading proactive communication to all departments
Mentor junior level data scientists
The Data Scientist must have the following qualifications:"
Indeed,Senior Data Scientist - International,Remote,"Your Job
As a Senior Data Scientist embedded in the International Team team, you will be tasked with building machine learning solutions to help improve the efficiency of software delivery at Indeed. You will work on interesting and important challenges that range from designing algorithms for quicker regression testing to building tools that can automate root cause analysis. Through your work, Indeed software developers will be able to quickly get their solutions into production, find and fix bugs, and improve the quality of their code.

The International Team works to make all of Indeed’s products effective at getting people hired, in every market and language. This involves translating the needs of specific markets into configuration patterns that let us scale those variations worldwide. We consider both sides of the experience, meaning that we internationalize employer-facing products (such as posting jobs and managing candidates) and jobseeker-facing products (such as mobile job search, updating profiles, and messaging-app based experiences). Most importantly, the team is expected to deliver results, and be able to demonstrate the impact our changes have on our business.






We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time."
QBE North America,"AVP, Data Scientist (Remote)",Remote,"At QBE, our purpose is to give people the confidence to achieve their ambitions inside and outside of work. From development opportunities, to flexible work options and highly competitive reward and benefits packages, we understand the importance of living our values when it comes to our people. Everything we do at QBE is underpinned by our company’s cultural elements – because we know it's not just what we do that matters, it's how we do it that makes the difference.
This opportunity is accountable for managing a team of modelling and data science partners and provide technical subject matter expertise on work products, including study design, research methodology, and deployment of statistical approaches.
Primary Responsibilities
Partner with analytics manager to size analytical opportunities and create delivery plans to ensure a positive commercial return against investments made while managing relationships with offshore analytics team"
Indeed,Staff Data Scientist,"Chicago, IL","Your Job
About the Team
The Trust & Safety team’s mission is to protect job seekers from exposure to fraudulent activity on indeed.com. Your job will be to build cutting-edge machine learning models and the infrastructure required to support their deployment at scale. You’ll work closely with other data scientists, engineers, and product managers embedded on our small cross-functional team to build the tools that all Indeed products use to keep our platform safe.

Preferred Qualifications
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products
Have experience deploying deep learning solutions into production systems"
NIKE INC,"Senior Data Scientist, Sport Activity Open to remote work, except the following locations: SD, VT, and WV","Warren, OR","Become a Part of the NIKE, Inc. Team

NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

Who we are looking for

We are looking for experienced data scientists who are excited to help Nike members along their fitness and wellness journey. You excel at formulating a member need or product strategy into a tractable machine learning or statistical problem. You love diving into the data, modeling it, and engineering the production solution. You think probabilistically and causally. You love the science for itself. You stay up to date on the newest research and are excited to figure out how we can apply it to serve our members.

We are looking for scientists who will continue to strengthen the collaborative, open, and inclusive culture that we have built. Our work in activity is new, so we are looking for scientists who are excited about green space. Who are excited to help build a new team and solve big new problems. Who thrive in a dynamic space and want to drive important efforts independently.

What will you work on

Sport Activity Senior Data Scientists will personalize Nike’s fitness and wellness experiences, building towards a cutting edge AI coach built atop scientific expertise, with hardware and camera integration.

healthy, high energy, balanced, andmotivated. You will partner with our product team and product and platform engineers to deploy models, evolve the experience, and evaluate tests. You will build from the data an understanding of user response to drive strategic goals rather than easy to capture real time measures. You will synthesize findings to help guide product decisions, influencing product roadmaps and strategic direction.

Who will you work with

You will be a Senior Data Scientist reporting to the Senior Director of Sport Activity Data Science. You will work with other senior and principal sport activity data scientists. The team embeds with product and engineering teams that deliver Nike’s physical activity digital experiences including the Nike Running Club (NRC) and Nike Training Club (NTC) apps. You will also work closely with platform and data engineering teams. As a scientist in the Consumer Data Science group, you will participate in our data science labs, study groups, and team activities.

What you bring

Minimum Qualifications

computing, both for data and optimization

Preferred Qualifications

Open to remote work, except cannot work in South Dakota, Vermont, and West Virginia. These candidates will be required to relocate.

For employees based in Colorado, this position starts at $140,000 per year. Information about benefits can be found here.

NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.

NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability."
Amica Mutual Insurance Company,Data Scientist,"Providence, RI","Data Scientist (Enterprise Data Solutions)
100 Amica Way, Lincoln, RI 02865
Want to join a company where doing good is what we do?
The feeling is mutual!
We’re redefining excellent customer experiences. Data drives that process.
As a Data Scientist, you’ll be tasked with leveraging structured and unstructured data sources to drive business outcomes. You’ll develop custom data models and algorithms as well as predictive models to increase and optimize customer experiences. Beyond the data, you’ll also have the opportunity to communicate these complex statistical analyses to non-technical stakeholders with both actionable insights and compelling stories.
Responsibilities:"
Meta,"Data Scientist, AI Machine Learning - Product Analytics",Remote,"As a Machine Learning Data Scientist at Meta, you will have the opportunity to do groundbreaking applied machine learning work that will shape the industry and the future of people-facing and business-facing advanced AI solutions we build to solve problems and make user experience better across Meta. Our work spans the spectrum from near-term (working closely with product teams to improve people’s experience within a given half) to medium-term (inventing AI solutions that we then inspire product teams to adopt), to long-term (blue-sky AI research without any specific applications in mind).By applying your Machine Learning/AI knowledge and technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use Machine Learning/AI knowledge, data and analysis to identify and solve advanced AI research and product development’s biggest challenges. You will influence AI research and product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics, data science, machine learning, AI and beyond.About the role:Product leadership: You will use data to understand the product and business ecosystem, quantify new opportunities, identify upcoming challenges, and shape product development to bring value to people, businesses, and Meta. You will help develop strategy and support leadership in prioritizing what to build and setting goals for execution. You will evaluate tradeoffs of shipped features/ML systems, and drive large efforts across multiple teams to reduce technical debt.Analytics: You will guide product teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches including ML to test them. You will research challenging ML questions to inform experimentation and ML development, build and code measurement frameworks, tools, and instrumentation to measure and analyze data used within the ML lifecycle.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence leaders using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.














Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
National Security Agency,Data Scientist,"Fort Meade, MD","NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations"
Specific Diagnostics,Data Scientist/Data Analysis,"San Francisco, CA","The Company
The world is facing a medical crisis, bacteria are increasingly evolving resistance to even our strongest antibiotics. The problem is already very real and immediate; for example, bloodstream infection leading to sepsis is now responsible for more than half of all deaths in hospitals and is the most expensive condition treated in hospitals. Sepsis mortality rate increases >6% every hour without effective antibiotic treatment. Yet, despite the life and death urgency, and healthcare cost impacts, current methodologies require 3 days to determine the correct antibiotic.
Specific Diagnostics has developed a breakthrough solution to rapidly determine the effective antibiotic treatment for bloodstream and other acute infections. Used for bloodstream infection Specific’s solution provides results 2 days sooner than existing methods, saving patients suffering from drug-resistant infection.
We have been funded by nearly $30 M in non-dilutive government sponsored research support and recently $17.5 M in venture capital. This is an opportunity to join us at an inflection point in our commercial growth as we bring our first key product to market and with recognition from major customers fueling an expansion of our staff."
Hill's Pet Nutrition,Data Scientist (Remote),"New York, NY","No Relocation Assistance Offered
# 124428 - New York, New York, United States
Hill's Pet Nutrition is looking for a Data Scientist to become part of the team!

Do you want to make a difference in the lives of people and their pets? What about having the opportunity to connect with others across the world, full of stimulating discussions, and making impactful contributions? If this is how you see your career, Hill’s is the place to be!
Hill’s Pet Nutrition is a $2.3 Billion, global division of Colgate-Palmolive Company and the maker of Prescription Diet, Science Diet, and Healthy Advantage brand pet food. Our mission is to help enrich and lengthen the special relationships between people and their pets by providing the best groundbreaking pet nutrition technology, products, and expertise to pet owners, veterinary professionals and other key pet professionals worldwide. Our company is a globally recognized Best Place to Work."
Engtal,NLP Data Scientist,Remote,"Our mission is to bring health, wellbeing, and a bit of magic to every family.
We started by improving children's sleep, and our popular app has 4.9 out of 5.0 stars on the App Store. While we will continue to build out the existing offering, we are excited to broaden our help to families into new areas, in fresh ways that make pediatric expertise accessible to all.
You would join our growing team that includes Berkeley Ph.D.s in computer science and predictive analytics, user-centric designers, and experienced pediatric experts trained in evidence-based practices.
The Opportunity
We are excited to expand the AI and ML team to include a Data Scientist with expertise in Natural Language Processing. The position will help us to expand our capabilities utilizing our large corpus of unstructured text data. The person will be expected to perform duties such as: researching and building machine learning solutions using text data, feature engineering using text data, and developing solutions utilizing state-of-the-art methods for Analytics and Machine Learning. These will allow for AI, ML, and Analytics to use new data types in models and gain insight into our data."
Liberty Mutual Insurance,Data Scientist/ Data Science Analyst I,Remote,"At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a “Great Place to Work” by Great Place to Work® US for the past several years. We were also selected as one of the “100 Best Places to Work in IT” on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates—as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran's status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.

Bachelor's Degree
17"
SemanticBits LLC,Data Scientist - Remote,Remote,"Company Overview:
SemanticBits is a leading company specializing in the design and development of digital health services and the work we do is just as unique as the culture we’ve created. We deliver using Agile practices to help the government solve their most technically challenging problems. The systems we develop are used to improve the quality of healthcare delivered to millions of people and revolutionize the healthcare industry on a nationwide scale. SemanticBits is a remote-first employer and has been named a Top Workplace in 2021. As a government contractor, SemanticBits requires that candidates must be able to obtain a Public Trust, show proof of COVID-19 vaccination or obtain a religious or medical exemption.
*
Position Overview:
*
SemanticBits is looking for a Data Scientist eager to use advanced analytical and data transformation techniques as a means to develop practical tools and analyses that can help solve complex business problems; transforming volumes of data into actionable information. This position is open to a mid-level to principal professional depending on experience."
Theorem LP,Data Scientist,"San Francisco, CA","Sitting at the intersection of technology and finance, we are an innovative technology underwriting startup managing a credit portfolio of $2.5BN+ on behalf of our investors, many of whom are non-profits, educational endowments, and pension funds. We combine quantitative research—machine learning and data science, software engineering, and rigorous scientific investigation—to build credit portfolios that produce strong and consistent yields across business cycles.
Our firm is 30+ professionals working in San Francisco (HQ) and remote locations. We are passionate, hard-working, relentlessly-resourceful, impact-focused individuals. We deeply value intellectual curiosity, creative idea generation, empathy, and close collaboration. We have (currently virtual) coffee hours, game nights, and team get-togethers. Company events are inclusive and fun, with expeditions to food trucks, Michelin-starred local restaurants, and annual retreats featuring hiking and cooking. About the role:
A unique aspect of this position is you may work alongside every person on our team: data engineers, colleagues in finance and operations, investor relations and sales, capital markets and partnerships as well as the firm’s leadership. Your job is to grow firm revenue by increasing qualified purchasing of loans which you'll do by applying Theorem’s proprietary machine learning models to analyze large datasets of loan data from prospective and existing lending partners. Applicants must be authorized to work in and currently living in the United States, preferably in the Bay Area, or New York or Los Angeles metro areas.

TBCSQL, Python, Data Modeling, Machine Learning, Data AnalysisSQL, Python, Data Modeling, Machine Learning, Data Analysis, Git, Unix"
Innovative Precision Health,Senior Data Scientist,Remote,"Job Responsibilities:
Project Delivery (70 - 85%)
Consult clients to define and refine business objectives towards data-driven decision problems
Research internal & external tools & methodologies to develop AIML solution concepts for client problem briefs..
Work with client & IPH team to rapidly prototype innovative AIML solutions including: data & requirements gathering, technological scoping and architecture, code implementation, insights delivery and recommendations.
Work with cross-functional client & IPH team to scale AIML solutions to production systems.
Strong communication skills to effectively translate complex analytical models into recommendations for business partners."
Northrop Grumman,GBSD Data Scientist,"Roy, UT","Requisition ID: R10030726
Category: Research and Sciences
Location: Roy - UT, United States of America
Citizenship Required: United States Citizenship
Clearance Type: Secret
Telecommute: No- Teleworking not available for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.

Embark on a career putting innovative, reliable, and agile products and ideas into orbit, and beyond. Northrop Grumman has opportunities waiting for you that play a vital role in human space exploration, national defense, and scientific discovery, supporting multiple programs across the universe. With us, you’ll discover a culture of curiosity and collaboration that will have you Defining Possible from the day you start. Our space systems connect and protect millions of people on earth every day, now and for the future. Explore your future and launch your career today.Northrop Grumman Space Systems is seeking a Data Scientist. This position will be located in Roy, Utah and will support the Ground Based Strategic Deterrent (GBSD) program. This role may offer a competitive relocation assistance package.As a full-time employee of Northrop Grumman Space Systems, you are eligible for our robust benefits package including:
Preferred Qualifications:"
Northrop Grumman,GBSD Principal Data Scientist – 6082,"Roy, UT","Requisition ID: R10030157
Category: Research and Sciences
Location: Roy - UT, United States of America
Citizenship Required: United States Citizenship
Clearance Type: Secret
Telecommute: No- Teleworking not available for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 2

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history."
