Company Name,Job Title,Job Location,Job Description
Tealium,Java Software Engineer,Remote,"WHO WE ARE:  
Tealium is the trusted leader in the customer data industry. We believe
unified customer data is an organization’s most valuable asset and greatest
competitive advantage. We help brands seamlessly unify their siloed customer
data and applications in real time, and drive more profitable interactions
across all touchpoints. Tealium’s Customer Data Hub (CDH) enables you to
connect your data so you can connect with your customers.

Founded in 2008, Tealium’s patented and award-winning solutions are used by
over 1,000 of the world's most innovative brands, including Sony, Providence
St. Joseph Health, Cambria Health, T-Mobile, Hulu, Uber, Facebook, Expedia,
Hyatt, Barcelo Hotel Group, Sportsbet, Utah Jazz, American Airlines, The Gap,
Orange, and many others.

WHAT WE ARE LOOKING FOR:

The Java Software Engineer position will be responsible for designing and
implementing software solutions aimed at solving real-time, customer data
delivery challenges.

Through seamless inbound and outbound connectors with major digital marketing
vendors, Tealium's UDH allows our customers to take action on their visitors
in real-time based on behavior. This lets them maximize the value from each
visitor by creating personalized content and product offers, as well as highly
targeted re-marketing campaigns.

We are open to remote candidates.

YOUR DAY TO DAY:

  * Working closely with other software engineers, architects, operations engineers, and product managers.
  * Participating in our Agile/SCRUM process. Creating designs to support short, iterative delivery cycles.
  * Contributing to architectural design decisions. Participating in operational related discussions. Contributing to test plans.
  * Conducting and participating in group code reviews, ensuring high-quality coding standards across the team.
  * Designing maintainable, testable code with high test coverage requirements.
  * Adding integration and acceptance test coverage to new features.
  * Evaluating and investigating alternatives to existing solutions, proposing new designs and technologies.

WHY YOU ARE THE PERFECT FIT:

  * BS, MS in Computer Science, Software Engineering, or a related discipline.
  * 3+ years Java development experience.
  * Strong knowledge of modern software engineering principles, patterns and best-practices. Understanding of micro-services architectures.
  * Experience designing and supporting high traffic, highly available systems.
  * Strong communication skills. The ability to effectively explain technical concepts to team members, architects and team leads.
  * Extensive experience deploying software to a cloud platform environment. AWS, GCP, Azure.
  * Understanding of modern Devops concepts. Docker, Kubernetes, Serverless, Terraform.
  * Experience with NoSQL, as well as relational data stores. DynamoDB, PostgreSQL, Mysql, RedshiftDB, Redis, Cassandra, Snowflake, etc.
  * Experience with distributed messaging and streaming technologies, RabbitMQ, Kinesis, Kafka.
  * Some exposure to Hadoop, Hive, Spark, PrestoDB.
  * Capable of delivering on multiple competing priorities with little supervision.

WHY YOU WANT TO WORK HERE:  
The highly relevant and differentiated positioning of Tealium and our Customer
Data Hub (CDH) makes this a unique and rewarding career opportunity.
Organizations from start-ups to large global enterprises are utilizing Tealium
to unify their customer data in real time and drive improvements in their
overall data strategy. Over 1,000 global brands trust Tealium, and in an
increasingly noisy market we are proud to maintain best-in-class renewal rates
of >90%. When our customers are happy, we’re happy.

Our corporate HQ is located in sunny San Diego, just minutes from the beach
and surrounded by beautiful hiking trails and the renowned Torrey Pines golf
course. Our location is just one of the many perks we enjoy; At Tealium we
dress casually (but professional), enjoy a flexible paid time off policy, rich
benefit plans, company holidays, 401(K) match, and employee Stock Options -
just to name a few. Not to mention we get to surround ourselves with some of
the brightest minds in San Diego. If you are interested in being a part of
Team Teal, we’d love to hear from you!

 _TEAL celebrates diversity and is an equal opportunity employer. It is our
continuing policy to recruit and employ the best qualified individuals without
regard to race, color, sex, religion, national origin, disability, age, sexual
orientation, gender identity, and/or any other protected characteristic. TEAL
does not tolerate unlawful discrimination of any kind and strives to be an
inclusive and respectful workplace._

Job Type: Full-time

COVID-19 considerations:  
Company and interviews are all remote.

Job Type: Full-time

Pay: $120,000.00 - $155,000.00 per year

Benefits:

  * 401(k)
  * Dental insurance
  * Flexible schedule
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * Monday to Friday

Supplemental Pay:

  * Bonus pay

Education:

  * Bachelor's (Preferred)

Experience:

  * Java: 2 years (Preferred)
  * Databases: 2 years (Preferred)
  * Cloud Computing: 1 year (Preferred)

Work Location: Remote

"
SilverBills,"Senior Software Engineer (Ruby On Rails, JavaScript)",Remote,"**No Recruiters**

 **No Recruiters**

 **Engineer, Fin-Tech**

SilverBills, a fast-growing fin-tech business, seeks a talented, ruby on rails
developer to assist in our development.  
Responsibilities:  
Publishing and consuming Rails REST API, implementing frontend and backend
functionalities and integrating frontend and backend with REST API.  
Writing tests with Rspec  
 **Company Background:**

SiverBills provides comprehensive day to day household bill management to
clients nationwide. Using advanced proprietary software, we monitor bills and
facilitate vendor payments for our clients, ensuring financial peace of mind
and preventing fraud and exploitation. We are proudly a woman owned and led
company.

 **Qualifications:**

2 to 3 years of Rails and RESTful API. Rspec and Git

2 to 3 years of JQuery, HTML, CSS.

 **Compensation** :

  * Hourly, $40-$50/hour
  * Possibility of future equity compensation or full-time employment with excellent performance
  * All Remote

 **No Recruiters**

 **No Recruiters**

Contract Length:

  * 3 - 4 months

Contract Renewal:

  * Likely

Full Time Opportunity:

  * Yes

COVID-19 Precaution(s):

  * Remote interview process

Typical end time:

  * 5PM

Typical start time:

  * 10AM

This Job Is Ideal for Someone Who Is:

  * Dependable -- more reliable than spontaneous
  * Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
  * Detail-oriented -- would rather focus on the details of work than the bigger picture
  * Autonomous/Independent -- enjoys working with little direction

Job Type: Full-time

Pay: Up to $170,000.00 per year

Work Location: Remote

"
Oracle,Principal Java Software Engineer 2022P,"Austin, TX","Analyze, design develop, troubleshoot and debug software programs for
commercial or end user applications. Writes code, completes programming and
performs testing and debugging of applications.  
  
As a member of the software engineering division, you will analyze and
integrate external customer specifications. Specify, design and implement
modest changes to existing software architecture. Build new products and
development tools. Build and execute unit tests and unit test plans. Review
integration and regression test plans created by QA. Communicate with QA and
porting engineering to discuss major changes to functionality.  
  
Work is non-routine and very complex, involving the application of advanced
technical/business skills in area of specialization. Leading contributor
individually and as a team member, providing direction and mentoring to
others. BS or MS degree or equivalent experience relevant to functional area.
7 years of software engineering or related experience.  
  
If you are a Colorado resident, Please Contact us or Email us at oracle-
salary-inquiries_us@oracle.com to receive compensation and benefits
information for this role. Please include this Job ID: 154275 in the subject
line of the email. Diversity and Inclusion:  
An Oracle career can span industries, roles, Countries and cultures, giving
you the opportunity to flourish in new roles and innovate, while blending work
life in. Oracle has thrived through 40+ years of change by innovating and
operating with integrity while delivering for the top companies in almost
every industry.  
In order to nurture the talent that makes this happen, we are committed to an
inclusive culture that celebrates and values diverse insights and
perspectives, a workforce that inspires thought leadership and innovation.  
Oracle offers a highly competitive suite of Employee Benefits designed on the
principles of parity, consistency, and affordability. The overall package
includes certain core elements such as Medical, Life Insurance, access to
Retirement Planning, and much more. We also encourage our employees to engage
in the culture of giving back to the communities where we live and do
business.  
  
At Oracle, we believe that innovation starts with diversity and inclusion and
to create the future we need talent from various backgrounds, perspectives,
and abilities. We ensure that individuals with disabilities are provided
reasonable accommodation to successfully participate in the job application,
interview process, and in potential roles. to perform crucial job functions.  
That’s why we’re committed to creating a workforce where all individuals can
do their best work. It’s when everyone’s voice is heard and valued that we’re
inspired to go beyond what’s been done before.  
  
**Disclaimer:**  
Oracle is an Equal Employment Opportunity Employer * . All qualified
applicants will receive consideration for employment without regard to race,
color, religion, sex, national origin, sexual orientation, gender identity,
disability and protected veterans’ status, or any other characteristic
protected by law. Oracle will consider for employment qualified applicants
with arrest and conviction records pursuant to applicable law.  

  * Which includes being a United States Affirmative Action Employer

"
The Princeton Review,Senior Software Engineer,Remote,"**Tutor.com / The Princeton Review** is currently seeking software engineer to
join our development team. This is a full-time position with a competitive
salary and benefits. The developer will participate in the design, development
and enhancement of system applications. This includes development of
operational front-end development and reporting. The candidate will interface
with the business; from senior level management to end users. Strong
communication skills is essential. The candidate should be passionate about
applying technology to enhance education.

 **Responsibilities:**

  * Design and implement full-stack software solutions
  * Develop back end systems utilising technologies including C#, Web API, .NET Frameworks including .NET Core, T-SQL (SQL Server)
  * Develop modern front-end systems utilising technologies including Bootstrap, jQuery, ReactJS, Typescript, KnockoutJS
  * Maintenance and enhancements to current front end ASP.NET applications using JavaScript and MVC applications.
  * Develop reports using SSRS.
  * Interpret functional and business requirements, design and implement solutions and architecture suited to our current business model and enhance them.

 **QUALIFICATIONS:** **Proficiency with .NET frameworks, including .NET core,
using C#, ASP. NET, ASP .NET MVC, Bootstrap, jQuery, JavaScript, Typescript.**

  * Expertise in T-SQL, SSRS and SQL Server.
  * 3-5 years working in full stack development experience in IT.
  * Ability to define and apply technology related standards and processes.
  * Following experience, a plus: SSIS, WPF, embedded hardware, Azure Cloud, Docker, Kubernetes, ReactJS, Angular, Xamarin, React Native.TPR will conduct interviews of qualified individuals prior to requesting a criminal background check, and no job application submitted prior to such interview shall inquire into an applicant's criminal history.

The Princeton Review is an Equal Opportunity Employer and maintains a drug
free workplace.

Job Type: Full-time

Pay: From $115,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee discount
  * Flexible schedule
  * Flexible spending account
  * Health insurance
  * Life insurance
  * Paid time off
  * Referral program
  * Retirement plan
  * Vision insurance

Schedule:

  * 8 hour shift

Supplemental Pay:

  * Bonus pay

Education:

  * Bachelor's (Preferred)

Experience:

  * .NET: 3 years (Required)
  * SQL: 3 years (Required)
  * JavaScript: 3 years (Required)

Work Location: Remote

"
Rushdown Studios,"Java Engineer, Online Game Services",New York State,"_Java Engineer, Online Game Services_  
Founded by veterans in the gaming industry who have worked on games like PUBG,
League of Legends, Rocket League and more. Rushdown was created with the
philosophy that when talented engineers are consistently challenged, given
clear ownership and responsibility, extraordinary work can result. As a gaming
agency, we partner with existing game studios and augment their teams with
great engineers like you! We truly love what we do and want to funnel our
passion and expertise into features and games that billions of players will
enjoy worldwide. Come help us ship amazing game experiences!

The ideal candidate for Rushdown is a self-motivated, multi-tasker, and
demonstrated team-player. You will be a lead developer responsible for the
development of new gaming backends and enhancements to existing backend
systems. You should excel in working with large-scale applications and have
outstanding communication skills.

We have a $5,000 onboarding bonus.

Responsibilities:

  * Develop new services and author software design documents.
  * Estimate and prioritize a backlog of features, bugs and tech debt.

  * Get up to speed quickly with an existing large code base.

  * Partner with designers to iterate on features and optimize for the player experience.

  * Support live features and releases.

Qualifications:

  * Strong interest in gaming.

  * 3+ years of deep experience with Java.
  * Comfortable navigating and integrating with one or more of these cloud providers: AWS, Azure or Google.
  * Proficiency with Maven, Docker, relational databases.

  * Understanding of distributed caching and message queues.

  * Strong communicator - proactive about unblocking yourself, asking questions, and navigating obstacles with a team.
  * Experience with build, deploy and automation tools like Jenkins.

Pluses:

  * Enjoy MOBA video games.
  * Experience working in the gaming industry.

  * Experience with Spring Boot.
  * Experience with Zuul.
  * Experience with Hazelcast.

Work Location:

Remote initially due to pandemic. Hybrid model when it's safe to return. Near
Schenectady, NY.

Job Type: Full-time

Pay: $90,000.00 - $140,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Flexible schedule
  * Health insurance
  * Paid time off
  * Parental leave
  * Vision insurance

Schedule:

  * 8 hour shift
  * Monday to Friday

Supplemental Pay:

  * Signing bonus

COVID-19 considerations:  
We are working fully remote until the team feels safe, comfortable and excited
to get an office.

Application Question(s):

  * Do you have a strong interest in working in the video game industry?
  * Would you be willing to eventually commute to an office in Upstate, New York? (near Schenectady)

Experience:

  * Java: 2 years (Required)

Work Location: Multiple Locations

"
Checkmate Partners,Ruby on Rails Engineer (Remote),Remote,"*  
We're a tight-knit team of engineers based in San Francisco who love taking
annoying problems most people avoid and building simple solutions for them. We
believe that data should be used for more than just making charts. This is why
we built the first integration platform that works directly within cloud data
warehouses.  
*  
 **We have a small and senior team of engineers with years of industry
experience from places like Amazon, Google and Dropbox as well tons of startup
experience (we have 5 former YC founders on staff).**

 **About the Role:**

  * You will make contributions to all parts of our tech stack, which is comprised of Rails, Typescript, Vue, Heroku, and AWS.
  * You will be an active member of our sprint process - we do short sprint plans once every two weeks and 20 minute daily virtual standups.
  * You will work closely with our product team to help design and develop new features.
  * You won't burn out - we're family friendly and run a professional operation.
  * You will learn some of our lingo, like ""do nothing"", ""done done"", ""ponies"" and ""ur-*""

 **Requirements:**

  * You can build things end-to-end. Our engineers build, deploy and maintain their code.

  * You are as comfortable working with data & backend systems as you are with UI components.

  * You have a Bachelor's degree in CS, Engineering, Math or equivalent experience.

  * You thrive in ambiguous environments where you get to work directly with customers and make decisions that have a huge impact on the business.

Job Type: Full-time

Pay: $150,000.00 - $220,000.00 per year

Application Question(s):

  * Please Provide Your LinkedIn Profile?
  * Please Provide Your Email Address?

Education:

  * Bachelor's (Preferred)

Experience:

  * Ruby on Rails: 3 years (Preferred)
  * TypeScript: 3 years (Preferred)
  * Vue.js: 2 years (Preferred)
  * AWS: 3 years (Preferred)

Work Location: Remote

"
LOCKHEED MARTIN CORPORATION,"Early Career Software Engineer (C, C++, C#)","Orlando, FL","COVID-19 continues to significantly impact our employees, families and
communities. With employee health and safety as our top priority, and as a
federal contractor, Lockheed Martin is taking action to address the increased
risk and uncertainty COVID variants pose in the workplace and ensuring we meet
our commitments to national security.  
  
To uphold safety for all employees, we will continue to request vaccination
status for all Lockheed Martin employees including new hires. All current and
newly hired employees who are unvaccinated will be required to adhere to
onsite safety protocols.  
**Description:** At Lockheed Martin, we believe that by applying the highest
standards of business ethics and forward-thinking, everything is within our
reach – and yours as a Lockheed Martin employee. We value your unique skills
and expertise, and we aim to give back continuously by offering a wide variety
of benefits and amenities to help our employees live flexible, balanced, and
fulfilling lives at, and outside of, work.  
  
Lockheed Martin Rotary and Mission Systems has an opportunity in Orlando for
an early career Software Engineer supporting the Automatic Test Equipment
(ATE) programs. An ATE Software Engineer is responsible for developing,
updating and integrating software applications on ATE hardware. ATE Software
Engineers also support test program development and integration.  
  
As an early career hire on our Software Engineering team, you can help us take
on the world’s most important and complex challenges by providing solutions to
a variety of technical problems of moderate scope and complexity under general
supervision. In this important role, you will collaborate with a diverse team
of technical professionals and interact with outside customers. The successful
candidate will be flexible, motivated, dedicated, detail-focused, team-
oriented, and capable of multi-tasking.  
**Basic Qualifications:**  

  * BS in Computer Engineering, Software Engineering, Computer Science, or equivalent STEM field 
  * 2+ years professional experience using C, C++, C# or similar programming languages
  * Software design and testing experience in a professional environment
  * Experience utilizing Agile software development methodologies

 **Desired Skills:**  

  * Experience with Automatic Test Equipment software development
  * Working knowledge of Agile, Atlassian tool suite (JIRA/Confluence/GitLab)
  * Ability to work with cross-functional teams (Systems, Hardware, Integration and Test)

 **BASIC QUALIFICATIONS:**  
job.Qualifications  
  
**Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All
qualified applicants will receive consideration for employment without regard
to race, color, religion, sex, pregnancy, sexual orientation, gender identity,
national origin, age, protected veteran status, or disability status.**  
Join us at Lockheed Martin, where your mission is ours. Our customers tackle
the hardest missions. Those that demand extraordinary amounts of courage,
resilience and precision. They’re dangerous. Critical. Sometimes they even
provide an opportunity to change the world and save lives. Those are the
missions we care about.  
  
As a leading technology innovation company, Lockheed Martin’s vast team works
with partners around the world to bring proven performance to our customers’
toughest challenges. Lockheed Martin has employees based in many states
throughout the U.S., and Internationally, with business locations in many
nations and territories.  
**EXPERIENCE LEVEL:**  
Experienced Professional

"
Sierra Nevada Corporation,Principal Software Engineer,"Englewood, CO","Are you a bold thinker? We dream big at Sierra Nevada Corporation
(SNC)-advocating the exploration of space, creating Space Vehicle systems that
provide utility to our varying customer sets. Join our team! Our Software
Engineers work in an agile, collective environment. As a flight software
engineer, you will be using your skills and expertise to define, design,
develop, test, certify and improve cutting-edge flight software products.
These cover a very wide range from advanced mission payloads and electronic
systems, as well as highly integrated Space Vehicles. You will perform coding,
debugging, testing, and troubleshooting of systems and software throughout our
development process. Your technical duties involve the design and development
of new software products throughout the product lifecycle.

The Mission Solutions and Technologies (MST) business area provides
affordable, turn-key command/control, communications, integrated ISR, force
protection and security solutions worldwide. The MST team has a long legacy of
supporting the Department of Defense, Department of Homeland Security,
commercial and international customers with years of experience in platform
operations, engineering and full lifecycle management across domains – air,
land, sea, space and cyber. Learn more about MST

  *  _This role is open to a hybrid schedule_

 **Must-haves:**

  * Bachelors of Science degree Computer Science, Software Engineering or other related discipline and typically 14 or more years of relevant experience
  * Advanced capabilities using Computer Aided Engineering tools
  * Demonstrated knowledge of engineering principles and practices
  * Experience working in multi-disciplinary teams
  * Experience with software development methodologies such as Agile/Scrum, Waterfall, and Spiral
  * Thorough understanding and experience spanning the full software development lifecycle
  * Experience across all phases of the program development life cycle, from capture through design, implementation and test
  * Experience with software tools for requirements tracking, code reviews, static analysis, library and artifact repository, and automated build
  * Ability to work in a fast-paced development environment
  * Experience with industry standard software languages such as C, C#, C++, Java, Python, Bash, and XML
  * Experience with spacecraft subsystems and their interactions with software (e.g. command and data handling, guidance, navigation and control, sensor/actuator interfaces, I/O processing, electrical power generation, distribution and control, fault detection, isolation and response, thermal control and management, etc.)
  * Experience developing, testing, integrating and certifying spacecraft flight software
  * The ability to obtain and maintain a Top Secret U.S. Security Clearance is required. Learn more about the background check process for Security Clearances

 **Preferred:**

  * Practical experience as a technical leader in the development of complex embedded software products
  * Tools expertise: C/C++, Python, DOORS, Cameo EA, Atlassian tools (e.g. Bitbucket, Jira, Bamboo, etc.)
  * Agile Certifications through Scrum Alliance
  * An active Top Secret security clearance with SCI eligibility; U.S. Security Clearance strongly desired
  * Excellent communication skills (both written and verbal)
  * Demonstrated experience briefing technical subjects to both technical and non-technical individuals and delivering key messages and insights from analysis products

 **IMPORTANT NOTICE:**

This position requires the ability to obtain and maintain a Top Secret U.S.
Security Clearance. U.S. Citizenship status is required as this position needs
an active U.S. Security Clearance for employment. Non-U.S. Citizens may not be
eligible to obtain a security clearance. The Department of Defense
Consolidated Adjudications Facility (DoD CAF), a federal government agency,
handles the adjudicative aspects of the security clearance eligibility process
for industry applicants. Adjudicative factors which affect the outcome of the
eligibility determination include, but are not limited to, allegiance to the
U.S., foreign influence, foreign preference, criminal conduct, security
violations and illegal drug use

At Sierra Nevada Corporation (SNC) we deliver customer-focused technology and
best-of-breed integrations in the aerospace and defense sectors. SNC has been
honored as one of the most innovative U.S. companies in space, a Tier One
Superior Supplier for the U.S. Air Force, and as one of America’s fastest-
growing companies. Learn more about SNC

Estimated Starting Salary Range: $134,597.00 - $185,070.89

SNC offers annual incentive pay based upon performance that is commensurate
with the level of the position.

SNC offers a generous benefit package, including medical, dental, and vision
plans, 401(k) with 150% match up to 8%, life insurance, 3 weeks paid time off,
tuition reimbursement, and more.

In accordance with Executive Order 14042: Ensuring Adequate COVID Safety
Protocols for Federal Contractors, SNC Is required to comply with protocols.
SNC aligns its COVID requirements, including mandatory vaccine requirements
for employees, based on the status of applicable court orders and injunctions.
SNC will take no action to implement the requirements in locations subject to
a court order prohibiting the enforcement of Executive Order 14042 protocols.
The status of these protocols are subject to change depending on the course of
ongoing litigation, and candidates may later be required to show proof of
COVID vaccination or have an approved exemption.

At Sierra Nevada Corporation (SNC), our mission is to dream, innovate, inspire
and empower the next generation to transform humanity through technology and
imagination. As an Equal Opportunity Employer, we welcome our employees to
bring their whole selves to their work. SNC is committed to fostering an
inclusive, accepting, and diverse environment free of discrimination on the
basis of race, color, age, religion, sex, sexual orientation, gender identity,
national origin, disability, or status as a protected veteran. Contributions
to SNC come in many shapes and styles, and we believe diversity in our
workforce fosters new and greater ways to dream, innovate, and inspire.

"
Capgemini Engineering USA,Embedded Software Engineer,Remote,"Job description

 _Capgemini Engineering combines, under one brand, a unique set of strengths
from across the Capgemini Group: the world-leading engineering and R &D
services of Altran – acquired by Capgemini in 2020 – and Capgemini’s digital
manufacturing expertise. With broad industry knowledge and cutting-edge
technologies in digital and software, Capgemini Engineering supports the
convergence of the physical and digital worlds. Combined with the capabilities
of the rest of the Group, it helps clients to accelerate their journey towards
Intelligent Industry. Capgemini Engineering has more than 52,000 engineer and
scientist team members in over 30 countries across sectors including
aeronautics, automotive, railways, communications, energy, life sciences,
semiconductors, software & internet, space & defence, and consumer products._

 **Job Title** **-** Embedded Software Engineer

We are seeking an exceptional individual to join our team and support projects
as we evolve the Automotive Industry. Our engineers in the Automotive domain
work tirelessly to envision what could be possible, collaborating with peers
and stakeholders in order to push the boundaries of technology – making
tomorrow’s automobile a reality today. When you join the team at Capgemini
Engineering, you can get the future you want.

PRIMARY RESPONSIBILITIES:

As a member of the Software Delivery Team, the Embedded Software Engineer will
be responsible for developing embedded software throughout the entire product
development life-cycle for Instrument Clusters.

  * Experience with automotive embedded software development, including agile development processes, continuous integration environments.
  * Develop embedded software for application software components for vehicle features for Instrument Clusters based on proprietary and AUTOSAR architectures.
  * Review and analyze system requirements and develop SRS.
  * Develop Detailed Designs in Rhapsody or Enterprise Architect.
  * Adhere to coding standards such as MISRA standards and practice.
  * Create, document and execute unit test procedures.
  * Create and Execute unit/component/functional tests.
  * Understand Datasheets and prior experience in Board bring-up activities.
  * Experience in power mode management and Start-up/Shut-down sequences.
  * Experience in configuring the RTE modules using Davinci ConfiguratorPro.
  * Experience in configuring the SWC using Davinci Developer.
  * Understanding of Complex Device Drivers(CDD).
  * Knowledge of modern automotive hardware and software architectures.
  * Experience in working in highly distributed teams and with multiple suppliers.
  * Strong skills in system analysis and debugging.
  * Analyze, resolve and track defects to closure.

DESIRED COMPETENCIES/EXPERIENCE:

  * 5-10 years of experience in embedded electronics SW development.
  * Experience with C, C++ programming in 8, 16, and 32-bit embedded environments.
  * Hands on debugging embedded systems using Debuggers (Lauterbach Trace32).
  * Experience with in AUTOSAR development methodology, architecture and work flow.
  * Experience with AUTOSAR tools Davinci Developer, Davinci ConfiguratorPro, EB Tresos Studio and AUTOSAR Builder.
  * Experience in Configuring BSW, RTE and SWCs.
  * Experience in integrating AUTOSAR software packages with ECU.
  * Experience with Real Time Operating Systems (OSEK, QNX, Integrity).
  * Experience with in-vehicle networks such as CAN, LIN, Ethernet communications.
  * Experience with Vector products (CANoe, CANalyzer, vFlash, CANape, etc).
  * Experience with configuration management tools (RTC, MKS, GIT, etc).
  * Clear understanding of Agile SW processes and related software methodologies.
  * Experience developing software with a defined software development process (e.g. ASPICE, CMMI).
  * Good experience with configuration and change management tools.
  * Good understanding of Functional safety standards such as ISO26262.
  * Good understanding of Cyber Security standards such as SAE J3061.
  * Experience with static code analysis tools QAC, Coverity.
  * Ability to work in a global environment across different time zones.
  * Excellent oral and written communication skills (local language & English).

Job Type: Full-time

Salary: $72,598.00 - $160,209.00 per year

Benefits:

  * Health insurance
  * Paid time off

Schedule:

  * 8 hour shift
  * Monday to Friday

Work Location: Remote

"
FPC of Monmouth Coast,Senior Embedded Software Engineer,Remote,"We have _two remote full time opportunities_ for **Embedded Software /**
**Firmware Engineers** seeking to join a dynamic R&D team with a market leader
in the **Consumer Electronics** industry. **Mid to Senior** level
professionals are encouraged to apply.

Here's your chance to design **Consumer Audio Products** \- Hi-Fi & Lifestyle
digital audio equipment! _You'll write real-time firmware for wireless speaker
modules used in Bluetooth & WiFi enabled audio speakers connected to your
phone, Spotify, or other music streaming services._

 **Requirements**

  *  **BSEE / BSCS** with at least **5 years** of embedded software / firmware design experience
  * Experience writing software in **C/C++** on embedded microprocessors (MPU) and micro-controllers (MCU)
  * Experience in **Embedded Linux software development** on **ARM** processors

  * Embedded SW - **Linux Kernel** & **Driver development** with **Board Support Packages** ( **BSP** ) & **Yocto** distributions
  * Expert at **hardware / board level** component interfacing to peripherals: **I2S, SPI, DDR, I2C, FLASH, TCP/IP** , **MAC/PHY** , **ADC/DAC** , etc.

  * Knowledge of Inter-processor communications and experience with ARM's, GPU's, DSP's, CODECs, etc.

 **Benefits / Additional Info**

  * Excellent benefits & growth path.
  * Collaborate / learn from a top notch R&D team.

 _Alternate Titles_ : Firmware Engineer, Software Engineer, Electrical
Engineer, Electronics Engineer, Embedded Software, Design Engineer, Senior
Software Engineer, Senior Firmware Engineer

Job Type: Full-time

Pay: $108,000.00 - $138,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee discount
  * Flexible schedule
  * Flexible spending account
  * Health insurance
  * Life insurance
  * Paid time off
  * Parental leave
  * Relocation assistance
  * Tuition reimbursement
  * Vision insurance

Schedule:

  * Monday to Friday

Supplemental Pay:

  * Bonus pay

Experience:

  *  *** Embedded Linux** * software development: 5 years (Preferred)
  * Linux Driver / Kernel development: 3 years (Preferred)
  * BSP & Yocto builds: 3 years (Preferred)

Work Location: Remote

"
