Company Name,Job Title,Job Location,Job Description
TikTok,Talent Acquisition Partner - Machine Learning - New York,"New York, NY","TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Mountain View, Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul, and Tokyo.

We're seeking an experienced Talent Acquisition Partner to support hiring efforts for TikTok Engineering's core product team. You will design tailored recruiting strategies to build a multidisciplinary, data-focused technical team from scratch, and closely collaborate with the business to implement various projects in order to reach recruiting goals. The ideal candidate is someone who is driven, hungry to learn, and excited to take on new challenges.

What You Will Do:
1. Drive full-cycle recruitment for Research Engineers, Data Engineers, and Data Scientists.
2. Deeply understand the business logic, organizational model, and hiring needs.
3. Partner closely with hiring managers and other stakeholders to develop sourcing and hiring strategies using a data-driven approach.
4. Identify, attract, negotiate complex compensation packages and close all level candidates, continuously deliver high-quality candidates and fulfill the hiring goal.
5. Ensure a high-touch candidate experience.
6. Act as the employer branding champion to cultivate hiring managers and interviewers to represent TikTok's culture in a meaningful way.
1. 2+ years full-cycle technical recruiting experience in-house or with an agency.
2. Demonstrated success filling data or machine learning-related engineering roles.
3. Strong interpersonal skills with the ability to build rapport quickly with employees and communicate effectively with all levels of the organization.
4. A results-oriented self-starter who is data-driven, resourceful, innovative, intellectually curious, and takes initiative and risks.
5. Strong passion for the creator industry with the ability to embrace and adapt to changes and learn quickly in a fast-paced environment.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or accommodations, please reach out to us at hrbp-hr-accommodation@tiktok.com."
Leidos,Machine Learning Engineer,Remote,"Description
Job Description:
Leidos SDA has an immediate opening for a Machine Learning Engineer. Driven by our talented workforce, the Security Detection and Automation Operation is the cornerstone of Leidos’ comprehensive suite of fully integrated security detection and automation solutions for aviation, ports and borders, and critical infrastructure customers around the world, with more than 24,000 products deployed across 120 countries. Leidos is positioned to address emerging and evolving threats through rapid development of innovative solutions for our global customers.
Leidos keep our security customers at the leading edge of technology by designing, demonstrating, and deploying Machine Learning (ML) approaches to solve complex remote sensing problems. We are currently seeking a Machine Learning Research Scientist to work in our SDA operation. Emphasis is on research and development with activities ranging from support of early scientific research to transitioning products to production. The opportunity allows for independent work under the guidance of a multidisciplinary team and mentorship from our senior science and technology staff. As a ML scientist, you will apply your ML skills to a wide variety of problems and datasets, primarily focused on security scanning and sensing (chemical, RF, optical, X-ray, and other imaging) applications, including scene recognition and intelligence. Current projects include auto-detection and classification of chemical targets, and real-time scene modeling. You will bring experience, entrepreneurship, and creativity to our programs. You will interact with customers, lead technical projects, and spearhead growth in new areas.
Pay Range $94,250.00 - $145,000.00 - $195,750.00"
Leidos,Computer Vision / Machine Learning Engineer (Remote/Telework),"Tewksbury, MA","Description
Job Description:
We are seeking a motivated and talented CV/ML Engineer to join our algorithm development team and participate in software development for advanced real-time detection and computer vision algorithms. You will be involved in the development of computer vision, image processing, machine learning, and deep learning algorithms for our real-time airport personnel and baggage scanning products. You will be working on algorithms for multi-view 2-d and 3-d volumetric detection of prohibited concealed on passengers or in their baggage. We have thousands of scanners in daily operation around the world on which your algorithms will be deployed!
This position has opportunity for telework (up to 100%), but occasional travel to MA will be required.
Pay Range $74,750.00 - $115,000.00 - $155,250.00"
Boston Children's Hospital,Medical Device Research Engineer I,"Boston, MA","61084BR
Neurology
Job Posting Description
The Translational Neuroscience Center (TNC) at Boston Children’s Hospital is dedicated to furthering our understanding of brain and cognitive development in children diagnosed with or at risk for various neurodevelopmental disorders. Our multidisciplinary team of researchers and clinicians brings together experts from a wide range of fields, including neuroscience, signal processing, psychology, computer science, child neurology and developmental pediatrics. Through this collaborative approach, we aim to drive the science forward as rapidly as possible and translate what we learn into earlier identification, improved therapies, and better outcomes for children and families affected by neurodevelopmental disorders. Boston Children’s Hospital is ranked as the top Children’s Hospital in the United States and is committed research and to building a diverse workforce. Applications from women, racial and ethnic minorities are strongly encouraged.

Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a rotating days/evenings and week-end schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement, cell phone plan discounts and discounted rates on T-passes (50% off). Discover your best."
High5,Machine Learning Engineer,Remote,"At Shipt, we are transforming the grocery shopping experience and giving time back to consumers. Shipt shoppers handpick fresh groceries and household essentials, then deliver them to your door in as little as one hour. We are currently on the lookout for a Machine Learning Engineer for our Shopper Operations initiatives. This role is on a team that will help develop smarter ways to match shopper’s with orders, improve route efficiency, predict departure and arrival timing for shoppers, forecast supply and demand, optimize pricing, and maximize operational success. Are you passionate about machine learning, software development, sharing knowledge, growing your skills, and working with great people? The Shipt engineering team is growing, and we are looking for extraordinary engineers who enjoy building as much as we do. So if you are self-directed, enjoy autonomy in your work, and are an excellent participant in a team, please apply.
What You’ll Gain
You will get experience working with a cross-disciplinary team shipping real-world products to our customers around the nation. You will also receive hands-on mentorship from your friendly teammates on topics ranging from design to communications strategy."
Generally Intelligent,Research Engineer,"San Francisco, CA","Summary
We started Generally Intelligent because we believe that software with human-level intelligence will have a transformative impact on the world. We’re dedicated to ensuring that that impact is a positive one.
We have enough funding to last for decades, and our backers include Y Combinator, researchers from OpenAI, Lightspeed, Threshold, and many others.
This role is about creating software to support our scientific and engineering-driven approach to developing machines with human level intelligence.
About the role
You will run experiments in order to more deeply understand both the current solutions (e.g., what specific deep neural networks are learning) and the current problems (e.g., what about the training data makes it difficult to learn the patterns that seem so obvious to us). These experiments include changing the network architecture as well as the training data distribution (our data is mostly simulated)."
Comcast,Machine Learning Software Engineer,"Philadelphia, PA","Comcast brings together the best in media and technology. We drive innovation to create the worlds best entertainment and online experiences. As a Fortune 50 leader, we set the pace in a variety of innovative and fascinating businesses and create career opportunities across a wide range of locations and disciplines. We are at the forefront of change and move at an amazing pace, thanks to our remarkable people, who bring cutting-edge products and services to life for millions of customers every day. If you share in our passion for teamwork, our vision to revolutionize industries and our goal to lead the future in media and technology, we want you to fast-forward your career at Comcast.
Job Summary The AI/ML Platform (AMP) team’s goal is to make it easy to develop, deploy, and operate machine learning models at scale within the Comcast ecosystem by standardizing and automating workflows and providing tools and self-service capabilities that foster autonomy. We are a part of the Applied AI & Discovery organization that develops novel machine learning based solutions in support of Comcast’s products and services such as the Xfinity Assistant, Xfinity Home, and Smart Resume.

Summary

As a Machine Learning Engineer on the AMP team, you would join a small group of engineers focused on the development of core machine learning platform components. We partner closely with researchers focused on using machine learning to improve customer experience. You would develop and operate data pipelines, feature stores, and production models that are invoked millions of times per day. To better serve our community, we believe the diversity of our team should reflect the diversity of our customers.
Job Description
Core Responsibilities

Implements, refines and validates machine learning algorithms for products and applications.

Designs and develops data pipelines consisting of data ingest, data validation, data cleaning and data monitoring.

Designs and develops automation and self-service platform components that streamline the development and deployment of machine learning models.

Maintains and monitors cloud-based and on-premise platform infrastructure.

Takes action on existing specifications of designs and develops data pipelines consisting of data ingest, data validation, data cleaning and data monitoring.

Trains machine learning models, validates the accuracy of the machine learning models once trained and deploys validated machine learning models into production.

Researches, writes and edits documentation and technical requirements, including evaluation plans, confluence pages, white papers, presentations, test results, technical manuals, formal recommendations and reports. Contributes to the company by creating patents, Application Programming Interfaces (APIs) and other intellectual property.

Tests and evaluates solutions presented to the Company by various internal and external partners and vendors. Completes case studies, testing and reporting.

Designs proof of concept solutions and contributes to studies to support future product or application development.

Collaborates with teams outside of immediate work group. Represents the work team in providing solutions to technical issues associated with assigned projects.

Provides guidance and leadership to more junior engineers.

Consistent exercise of independent judgment and discretion in matters of significance.

Regular, consistent and punctual attendance. Must be able to work nights and weekends, variable schedule(s) and overtime as necessary.

Other duties and responsibilities as assigned.


Bachelor’s or Master’s degree in computer science, computer engineering, electrical engineering, mathematics, related technical discipline, or related industry experience.

Strong programming and software development experience with Python or Java.

Familiarity with distributed systems, cloud - based computing (AWS), containerization, Kubernetes, event-driven architectures , and machine learning operations.

Familiarity with data engineering concepts and experience developing and operating data pipelines.

Understand our Operating Principles; make them the guidelines for how you do your job.

Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services.

Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences.

Win as a team - make big things happen by working together and being open to new ideas.

Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers.

Drive results and growth.

Respect and promote inclusion & diversity.

Do what's right for each other, our customers, investors and our communities.


This information has been designed to indicate the general nature and level of work performed by employees in this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications.

Comcast is an EOE/Veterans/Disabled/LGBT employer.

Education
Bachelor's Degree
Relevant Work Experience
5-7 Years
Base pay is one part of the Total Rewards that Comcast provides to compensate and recognize employees for their work. Most sales positions are eligible for a Commission under the terms of an applicable plan, while most non-sales positions are eligible for a Bonus. Additionally, Comcast provides best-in-class Benefits. We believe that benefits should connect you to the support you need when it matters most, and should help you care for those who matter most. That’s why we provide an array of options, expert guidance and always-on tools, that are personalized to meet the needs of your reality – to help support you physically, financially and emotionally through the big milestones and in your everyday life. Please visit the compensation and benefits summary on our careers site for more details."
Adlumin Inc.,Machine Learning Engineer,Remote,"Location: Remote - (CANDIDATES MUST RESIDE IN OR BE RELOCATING TO THE WASHINGTON, DC METRO AREA AND MUST BE U.S. CITIZENS OR U.S. RESIDENTS; WE OFFER SUBSTANTIAL FLEXIBILITY ON WORKING FROM HOME; NOT OPEN TO RECRUITERS)
Schedule: Full-Time
Travel: None
About Adlumin:
Adlumin Inc. (https://adlumin.com) is a patented, advanced security and compliance automation platform built for corporate organizations that demand innovative cybersecurity solutions and easy-to-use, comprehensive reporting tools. The Adlumin team has a passion for technology and solving the most challenging problems through the targeted application of data science and compliance integration."
Nordstrom Inc,"Senior Engineer, Machine Learning Platform (Remote)",Remote,"Job Description
Job Description
Senior Software Engineer 1 - ML Platform
Nordstrom isn’t just another job — it’s a career. We are a leading fashion retailer
that has offered the very best of what is on trend for men, women, and children
since 1901. We believe in rewarding outstanding work, developing employees’
careers, and building long-term relationships with our customers. As
a Sr. Engineer at Nordstrom, you will have the opportunity to combine
your passion for technology and fashion to build a compelling and delightful
experience for our valued customers.

This position is about...
We are building the road to real-time, machine-learned insights and we need
your help. Imagine a world where anyone from an engineer to an executive can
easily discover key data within our cloud, transform it seamlessly and use
machine learning to drive actual business decisions in real time. This is an
incredibly exciting opportunity and we have only just begun!

As Senior Software Engineer 1 for Nordstrom’s Machine Learning Platform (MLP), you will be at the heart of ML for the entire company. From computer vision to natural language processing, MLP powers more and more of Nordstroms business metrics and decision making. As a leader, you will collaborate with data scientists and engineering leaders
from all of Nordstroms brands, building a platform that delights our internal
customers while maintaining exceptional reliability and resiliency. While partnering closely with these teams, you will have the opportunity to distill a wide variety of use cases into reusable engineering components, delivering them in tandem with business-driven projects. Finally, by encapsulating complexity and promoting model and service discovery, you will create a platform that truly democratizes machine learning.

This is a rare opportunity to join a crucial team at a pivotal moment – I hope you
join us.

A day in the life...
Takes ownership of systems or designs that span multiple peoples work,
breaking work into smaller tasks for more junior engineers to support.
Analyzes and deconstructs complex systems, platforms and processes
and designs at the solution level, considering up/downstream integration
Leads work processes and design reviews.
Designs key metrics and events for components worked on.
Demonstrates accountability for performance and security of feature work.
Ensures your work and that of your team members follows the engineering
and security standards; contributes to the standards.
Works to simplify, secure, optimize, remove bottlenecks, etc.















Colorado: $114,000 - $176,500 annually, Nevada: $114,000 - $176,500 annually"
Enamix Inc (on behalf of a client),Machine Vision Engineer— 100% REMOTE,Remote,"Position: Machine Vision Engineer
Location: 100% REMOTE
Duration: Full Time Permanent
Requirements:
Advanced degree (Ph. D. or M.S. preferred) in Computer Engineering, Optical Engineering, Electrical Engineering, Computer Science, Robotics, or related engineering field with an emphasis on machine vision, or relevant experience in imaging system development.
3 - 5 years of professional experience in designing and developing production-level systems.
3 - 5 years of professional experience with automated systems, computer vision, and deep learning.
Experience with streaming of images and real-time image analysis using AWS."
Theorem LP,Machine Learning Engineer,"San Francisco, CA","Sitting at the intersection of technology and finance, we are an innovative technology underwriting startup managing a credit portfolio of $2.5BN+ on behalf of our investors, many of whom are non-profits, educational endowments, and pension funds. We combine quantitative research—machine learning and data science, software engineering, and rigorous scientific investigation—to build credit portfolios that produce strong and consistent yields across business cycles.
Our firm is 30+ professionals working in San Francisco (HQ) and remote locations. We are passionate, hard-working, relentlessly-resourceful, impact-focused individuals. We deeply value intellectual curiosity, creative idea generation, empathy, and close collaboration. We have (currently virtual) coffee hours, game nights, and team get-togethers. Company events are inclusive and fun, with expeditions to food trucks, Michelin-starred local restaurants, and annual retreats featuring hiking and cooking. About the role:
Theorem's Machine Learning Engineers design, implement, and operate software systems for training and serving machine learning models. Applicants must be authorized to work in and currently living in the United States, preferably in the Bay Area, or New York or Los Angeles metro areas. Responsibilities:
Our typical interview process takes about three weeksMachine Learning, Python, Numpy, SciPy, SQLMachine Learning, Python, Numpy, SciPy, SQL, CI/CD"
NIKE INC,Machine Learning Engineer,"San Francisco, CA","Become a Part of the NIKE, Inc. Team


NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

WHAT YOU WILL WORK ON"
Liberty Personnel Services,"Artificial Intelligence, Machine Learning (AI / ML) Engineer","Conshohocken, PA","Artificial Intelligence, Machine Learning (AI / ML) Engineer
Our client is seeking a Senior Database Engineer for a fully remote contract position. This is a long term role with a well established company.
Minimum Qualifications:
You have 5+ years’ experience working on applications of machine learning with strong to expert ability in Python as a primary language
Critical Skills:
Experience building automated processes that are supportable, monitored, and enterprise-scale
Extensive experience building Chatbots, Voicebots and NLP processing"
Engtal,Machine Learning Platform Engineer,Remote,"We specialize in embedding effortless cutting-edge AI into your app or business process. We train and deploy an enterprise-class deep learning system in production in days.
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong software and collaboration skills to build, evolve, and scale our state-of-the-art, zero code, machine learning system infrastructure.
Key Responsibilities:
Build reusable components for featurization and feature hosting.
Extend our ML pipeline framework for enabling SOTA use cases, such as language and vision.
Evolve our out-of-box / zero code capabilities."
Indeed,Senior Software Engineer - Machine Learning - SMB,Remote,"Your Job
What if an employer could interview the perfect candidate immediately after posting a new job? What if a job seeker could interview for their dream job as soon as it was posted? The MRP Instant Match team is focused on making this a reality. We are looking for a Senior Software Engineer to build a machine learning system to transform the way that employers and job seekers connect.
As a Senior Software Engineer, you...
Lead the development from translating business requirements into well thought out workable solutions to implementing and deploying them in production
Contribute to product strategy discussions with other software engineers, data scientists, and product leadership"
Apple,"AI/ML- Machine Learning Engineer, Information Intelligence","Seattle, WA","Summary
Posted: Jan 24, 2022
Weekly Hours: 40
Role Number:200334002
The AI/ML Information Intelligence team is creating groundbreaking technology for artificial intelligence, machine learning and natural language processing! The features we create are redefining how hundreds of millions of people use their computers and mobile devices to search and find what they are looking for. Our universal search engine powers search features across a variety of Apple products, including Siri, Spotlight, Safari, Messages and Lookup. As part of this group, you will be doing large scale machine learning and deep learning to improve Query Understanding and Ranking of search and developing fundamental building blocks needed for Artificial Intelligence. This involves developing sophisticated machine learning models, using word embeddings and deep learning to understand the quality of matches, online learning to react quickly to change, natural language processing to understand queries, taking advantage of petabytes of data and signals from millions of users and combining information from multiple sources to provide the user with results that best satisfies their intent and information seeking needs."
Facebook App,Software Engineer (Leadership) - Machine Learning,Remote,"Meta is seeking Machine Learning Engineers to join our engineering team. The ideal candidate will have industry experience working on a range of classification and optimization problems like payment fraud, click-through rate prediction, click-fraud detection, search ranking, text/sentiment classification, collaborative filtering/recommendation, or spam detection. The position will involve taking these skills and applying them to some of the most exciting and massive social data and prediction problems that exist on the web.


Responsibilities:
Drive the team's goals & technical direction to pursue opportunities that make your larger organization more efficient
Effectively communicate complex features & systems in detail











Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Oculus,"Applied Machine Learning Research Scientist, AR and VR",Remote,"Reality Labs is looking for talented researcher to help create the next generation of virtual and augmented reality. Our research focuses on developing comprehensive solutions to complex tracking problems, delivering novel technologies and algorithms fundamental to future VR and AR systems. You’ll have the unique opportunity to work with industry-leading researchers and engineers who are defining the future of VR and AR.As an Applied Machine Learning Research Scientist, you will bring to bear cutting edge ideas from machine learning to advance eye tracking research initiatives from paper analysis to full proof-of-concept platforms. We welcome candidates who strive for a deep understanding of complex systems and who harbor a strong desire to push beyond state-of-the-art. The ideal candidate is a passionate coder and self-starter who is capable of driving new research initiatives from ground up, from hypothesis formulation to simulation and/or data collection to developing a proof-of-principle working solution and effectively communicating research findings to a diverse audience of inter-disciplinary researchers and product partners.














Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
Sense,Senior Machine Learning Engineer,"Cambridge, MA","Sense’s mission is to reduce global carbon emissions by making homes smart and efficient. We make it easier for people to take care of their homes and to actively participate in a cleaner, more resilient future. We’re serious about having a real impact on climate change.
To accomplish this mission, we are building an AI and automation platform for home energy infrastructure. Come join the Data Science team and ship a great consumer product built on our unique machine learning technology. We have a wide range of interesting technical challenges that span rich time-series data analysis, supervised and unsupervised machine learning, embedded and the cloud, and a team of highly curious, collaborative data scientists and engineers who enjoy solving hard problems together.
If the idea of having a significant positive impact on the product sounds exciting to you, let's talk!

What you'll do"
United Airlines Inc.,Lead Machine Learning Engineer,"Chicago, IL","We have a wide variety of career opportunities around the world — come find yours.
Technology/IT
The United IT team designs, develops and maintains massively scaling technology solutions that are brought to life with innovative architectures, data analytics and digital solutions.
Job overview and responsibilities

You'll be part of an agile team dedicated to building the enterprise machine learning infrastructure and productionalizing machine learning services. You'll collaborate with data scientists, data engineers, IT teams, and business stakeholders to participate in the technical design and development of machine learning applications and integrations with production systems. You'll ensure that applications and data pipelines meet production standards and performance expectations. You'll have the opportunity to continuously learn and directly apply the latest innovations and emerging best practices to keep United Airlines at the cutting edge of technology."
Verse.io,Senior Software Engineer,Remote,"WHAT YOU WILL DO
Participate in the product development process with an open and curious team
Work cross-collaboratively with product managers and designers to improve and determine product scope and design
Develop modern APIs that integrate with app clients and server backends
Manage individual project priorities, deadlines, and deliverables
Design, develop, test, deploy, maintain, and enhance software solutions
Contribute to our evolving conversational AI platform
WHAT YOU BRING"
Alexandra Lozano Immigration Law,AI Engineer,"Tukwila, WA","Do you want a job where you can show up and make a difference in the world every single day? Are you ready to join a dynamic, mission-driven company? At ALIL we are dedicated to changing the lives of undocumented immigrants through zealous advocacy, creative solution-finding, and aggressive legal strategies.
Apply today to join our team as an AI Engineer and become a part of our mission!
AI Engineer
About the Role:
We are looking for a highly capable machine learning engineer to optimize our machine learning systems. You will be evaluating existing machine learning (ML) processes, performing statistical analysis to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities."
