Company Name,Job Title,Job Location,Job Description
Neya Systems LLC,Robotics Engineer -Mid Level,"Warrendale, PA","**Who We Are**

Neya is a leader in advanced robotics developing off-road autonomy for both
commercial and defense customers. Our deep domain expertise spans semi-
autonomy, autonomy, perception, and mission-planning; all of which support a
wide range of DoD and commercial thrust areas. Our main center of gravity is
in the Pittsburgh area, and we have teams located in RI and CO.

This position can be remote or in-person.

We're looking for a mid-level Robotics Engineer with experience in robotics,
specifically with a focus on perception, localization, navigation, and task
optimization. You will have the opportunity to work on a diverse set of
robotics challenges ranging from control of large construction equipment,
drone navigation and planning autonomous jet-ski perception, 3D scene
reconstruction, and self-driving off-road vehicles. You will work with a
strong team of scientists and engineers to help drive critical architecture
decisions within our machine learning and computer vision pipeline.

 **What You’ll Do**

  * Design and optimize implementation of cutting-edge localization and path planning systems for off-road vehicles.
  * Enhance unified back-end architecture that coordinates tasking for multi-platform autonomy behaviors across a wide variety of UGV's and UAV's
  * Simulate scenarios using tools such as Gazebo, Stage, ANVEL.
  * Work with other team members (inside and outside of Neya) to provide ROS-compatible datasets for communication within the target architecture
  * Assist in the development and implementation of unit testing of code using simulation tools and actual hardware.

 **What We’re Looking For**

  * B.S. or M.S. Robotics, Computer Engineering, Computer Science, etc. or equivalent in industry experience
  * 5-10 years of relevant industry experience
  * Experience implementing SLAM systems
  * Proficient writing production quality object-oriented code in Linux/C++
  * Solid experience with modern software principles, architecture and design
  * Excellent mathematical reasoning skills, especially with probability
  * Experience with unit testing suites such as GTest, CppUnit
  * Strong understanding of Agile software development cycle and development methodology
  * Good experience with sensor data processing sensor error modeling, environment modeling, and simulation tools
  * Passionate about Robotics and Intelligent Systems

 **What Makes Neya Unique**

  * Solve immediate and pressing real-world problems that advance state-of-the-art
  * Work with some of the smartest people in unmanned systems
  * Great company culture
  * Competitive salary and benefits including 401k, and company paid medical, dental, life insurance
  * Flexible hours and working conditions

Interested in joining our team? If you feel that you meet most but not all of
the requirements, please reach out to us, you could be a great fit!

 _  
This position requires use of information that is subject to the International
Traffic in Arms Regulations (ITAR) and/or the Export Administration
Regulations (EAR), Non-U.S. persons selected must meet eligibility
requirements for access to export-restricted information. The ITAR/EAR defines
a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. ‘Green Card
Holder’), Political Asylee, or Refugee_

kRWYEwEbmr

"
Nuro,"Software Engineer, Robotics Reliability","Mountain View, CA","## **Who We Are**

Nuro exists to better everyday life through robotics. We have an elite team of
entrepreneurs and engineers, designers, and scientists. We believe AI and
robotics are at the cusp of transforming daily life and we are dedicated to
building meaningful products with this technology. Join us and play a critical
role in our mission.

## **About the Role**

We are looking for a Robotics Reliability Engineer to join our team and work
closely with our engineers to deploy, manage, and monitor safety-critical
hardware and software across our vehicle fleet.

## **About the Work**

  * Develop monitoring, auditing and reporting systems and workflows for Nuro's secure and reliable fleet operations with timely insights
  * Built tools and automation to advance our capabilities for streamlined diagnosis and troubleshooting
  * Software provisioning, management and maintenance for all robotic platforms including all vehicles as well as Hardware-in-the-loop and benches
  * Guide systems architecture (build-out and improvements) by participating in design reviews and offering suggestions for reliability and optimization of robotic systems
  * Troubleshoot and fix reliability bugs in our onboard software and/or report them to our software engineering teams
  * Support our operations team as they carry out autonomous vehicle testing and customer facing missions, ensuring our software and hardware are operating properly
  * Develop well-documented and scalable processes, systems and tools to improve operation simplicity and reliability
  * Advise operations, engineering, and business teams on fleet reliability problems and suggest improvements

## **About You**

  * You have keen systematic analysis and problem-solving skills; a passion for understanding and debugging complex systems
  * Coding proficiency, preferably in C/C++, Python, and/or shell script
  * Strong communication and collaboration skills, willing to identify problems that don't have a clear owner and take initiative to fix them
  * BS, MS in Computer Science, Electrical Engineering, Mechanical Engineering or other related technical field

## **Bonus**

  * Experience working with robotics, sensors, automotive, or aerospace systems
  * Experience in a site reliability, systems, and/or release engineering role
  * Understanding and hands-on experience with Unix/Linux and computer networking

_At Nuro, we celebrate differences and are committed to a diverse workplace
that fosters inclusion and psychological safety for all employees. Nuro is
proud to be an equal opportunity employer and expressly prohibits any form of
workplace discrimination based on race, color, religion, gender, sexual
orientation, gender identity or expression, national origin, age, genetic
information, disability, veteran status, or any other legally protected
characteristics._

 _You must be fully vaccinated against COVID-19 by your hire date to be
eligible to start the role. Proof of vaccination will be required by your
start date. Nuro will consider and review accommodation requests based on
medical, religious, or other grounds as required by applicable law for
qualified candidates._

"
Oishii,Robotics Software Engineer,"Kearny, NJ","**About Oishii:**

At Oishii, we grow the best fruit in the world by deploying ground-breaking
vertical farming technology that pushes the boundaries of agriculture. We're
the first in the world to grow fruit in an indoor vertical farm at commercial
scale. We started with strawberries, which we debuted at Chef's Table at
Brooklyn Fare, the three star Michelin restaurant considered by critics to be
among the best in the world. Since then, we have supplied our strawberries to
food-loving consumers, world-class restaurants, and specialty retailers across
NYC. Our proprietary technology, developed through years of intensive research
in Japan and the US, enables us to grow the very best produce year-round, at
the same high level of quality, all without using any pesticides. We have
rapidly expanded our farm facilities and assembled a world-class team with
backgrounds spanning vertical farming, industrial automation, farm operations,
and data analysis. Oishii has been profiled in Eater, NPR, Time, and Fortune.
If you're interested in building the farm of the future with us, we look
forward to hearing from you!

**About the role:**

We're hiring Robotics Software Engineers (Mid/Senior Levels) to work
collaboratively with our robotics, automation, controls, electrical, and
mechanical vertical farm engineering experts. In this role, you'll be charged
with developing, refining and implementing robotics software roadmaps that
synchronize with our strategic automation plans. You'll work closely with our
CTO, engineering leaders, and technology partners and your work will
accelerate the large scale deployment of fully automated indoor vertical
farming systems.

**What you'll do:**

  * Work closely with company senior management and engineering management to develop and implement software strategy which aligns with company level goals
  * Mange the design of software systems capable of delivering fully automated farm systems at commercial, manufacturing scale
  * Collaborate closely with multiple engineering disciplines in addition to farming and R&D experts
  * Work alongside robotics engineers to prototype, test, iterate and deploy automation systems
  * Manage internal and external stakeholders, ensuring alignment on timelines, goals, budgets, and project level optimizations

**Who you are:**

  * BS or MS in Robotics, Computer Science, or related field
  * Minimum 5 years of professional relevant work experience
  * Proven track record of bringing automation technologies from prototyping to large scale deployment
  * Capable and flexible problem solver able to understand strategic priorities and execute tactically
  * Deep experience with hardware and integration

"
Altitude AI,Software Engineer - Autonomous Robotics,"Salt Lake City, UT","Be a part of the future of autonomous robots! In this software engineering
role, you'll be on the front lines building software for a fully autonomous
food robot, guided by a team of expert software engineers and roboticists from
Waymo, Google, and top robotics startups.

####  **Responsibilities:**

  * Perception: design and build algorithms to let the robot see and understand its surroundings, using the latest sensors and advancements from self-driving cars.
  * Motion planning: design and build robust decision making systems to let the robot pick up and wield tools.
  * Infrastructure: design and build tooling to allow human-robot interactions, remote monitoring, and data management.

####  **Requirements:**

  * Exceptional software engineering capabilities, especially in Python and C++.
  * Robotics experience is a plus, but not required, as you'll work directly with expert roboticists in this role.
  * The desire to work hard, have fun, and grow your career in the field of autonomous robots!

####  **About the company:**

Altitude AI creates autonomous workstations that can pick up and use tools
naturally. These workstations automate the company’s first vertical, food prep
and assembly, without changes to the restaurant environment. Altitude AI is
founded by a former Waymo engineer and Princeton CS alum, now on his fourth
robot platform.

"
Cornerstone Medical USA Inc,Robotics Engineer,"Waltham, MA","**Senior Robotic System Engineer (MedTech Startup)**

Cornerstone Medical (USA) Inc is a MedTech startup company that develops
cutting-edge robotic technology to transform modern surgery. We focus on what
matters most to our customers - surgeons and healthcare providers, together
with them we are leveraging advanced robotic technologies to provide better
healthcare to our patients.

 **Overview**

We are seeking a talented individual to work closely with our engineer team to
develop a surgical robotic product. As a Subject Matter Expert (SME), he/she
needs to work in a cross-functional engineering team including Mechanical,
Electrical, and Software to lead instrument control algorithm development,
robotic system integration, and assist formal Verification and Validation
(V&V) testing.

 **Responsibilities**

The primary responsibilities include, but are not limited to:

  * Lead robotic system integration including component systems, subsystems, and components level performance evaluation and integration
  * Communicate with cross-functional engineer team to facilitate the system integration. The communication includes deep technical discussion, component level specification review, and brainstorm etc.
  * Perform system level root cause analysis, quickly identify system bugs, and propose effective solution.
  * Develop, design, and implement instrument related control algorithm; Design bench test and validate control algorithm effectiveness
  * Assist internal V&V tests including conduct Design of Engineer (DOE) study, internal and external formal V&V testing
  * Write high quality documents includes DoE report, V&V protocol and report etc.
  * Write high quality C/C++/Python etc code to support bench testing, system integration and formal V&V testing.
  * Work with overseas engineer team and support formal V&V testing.

 **Basic Qualifications & Skills**

  * Bachelor’ degree and 5+ years’ experience in robotic or related industrial. Having a medical device experience is a plus.
  * Master/PhD degree and 3+ years’ experience in robotic or related industrial.
  * Experience with hardware/software interfacing of motion control equipment including motors (servo, stepper, brushless DC), drive amplifiers, and positioning systems
  * Experience with software implementation of one or more: motion control including open- and closed-loop feedback systems, motors and encoders, and servos
  * Experience of writing real time C/C++ program and non-real time python, Java program
  * Experience with real time Operation System is a plus
  * Basic familiarity of threading, synchronization, shared resources, and programming for memory-constrained systems

 **What we offer**

  * A competitive salary
  * Medical and dental insurance
  * 401K retirement plan and company match
  * An opportunity to learn and grow. You will have the opportunity to be part of the core team to build an FDA approved surgical used robotic product.
  * A high-tech working environment. You will have a chance to work with a very talented engineering team.

Job Type: Full-time

Pay: $110,000.00 - $140,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * Monday to Friday

Supplemental Pay:

  * Bonus pay

COVID-19 considerations:  
Masks are worn in common areas. Weekly COVID-19 rapid tests provided.

Education:

  * Bachelor's (Required)

Experience:

  * proven Robotics engineering: 3 years (Required)

Work Location: One location

"
Argo AI,"Software Engineer, Robotics","Cranbury, NJ","**Who we are:**

Argo AI is in the business of building self-driving technology you can trust.
With experienced leaders in the field and collaborative partnerships with some
of the world's largest automakers, we're building self-driving technology that
is engineered to scale globally and transform mobility for millions.

Talented individuals join our team because they share our purpose to make it
safe, easy, and enjoyable for everyone to get around cities. We aspire to
impact key industries that move people and goods, from ride hailing to
deliveries.

**Meet the team:**

A backup compute system like the Complementary Autonomous Vehicle System
(CAVS) is critical to producing a truly self-driving solution. If the main AVS
enters a degraded state CAVS is designed to take control and safely guide the
vehicle. To do this CAVS is always running in the background ready to take
over control of the AVS at a moment's notice. This team works with teams
across Argo to design and implement algorithmically diverse, safety-quality
solutions that execute under rigorous real time constraints. Ultimately the
goal of the team is to have CAVS intervene at the correct time and under the
correct conditions to reduce the risk to the vehicle and other road users.
This position requires strong robotics fundamentals and software engineering
skills.

**What you'll do:**

  * Implement libraries, algorithms, and tools for a state of the art Complementary Autonomous Vehicle System
  * Test and field these algorithms for real-time operation on autonomous vehicles at scale in challenging environments
  * Collaborate with engineers across a variety of teams to brainstorm and accelerate development of CAVS capabilities
  * Coordinate data collection to select and label relevant data to improve the algorithms and develop metrics by which the system is evaluated

**What you'll need to succeed:**

  * Degree in Computer Engineering, Computer Science, Electrical Engineering, Robotics or a related field
  * Software engineering skills in real-time, computationally efficient systems
  * Working experience in C++
  * Working knowledge of python
  * Applied knowledge of lidar and/or radar perception systems
  * Applied knowledge of mobile robotic systems
  * Strong presentation and communication skills

**Nice to haves:**

  * Strong desire for candidates with hands on experience that have deployed real products or platforms into the real world and intimately understand the challenges of working with complex systems
  * Previous experience with AEB systems
  * Experience in Linux environments is desired

**What we offer you:**

  * High-quality individual and family medical, dental, and vision insurance
  * Competitive compensation packages
  * Employer-matched 401(k) retirement plan with immediate vesting
  * Employer-paid group term life insurance and the option to elect voluntary life insurance
  * Paid parental leave
  * Paid medical leave
  * Unlimited vacation
  * Complimentary daily lunches, beverages, and snacks
  * Pre-tax commuter benefits
  * Monthly wellness stipend
  * Professional development reimbursement
  * Employee assistance program
  * Discounted programs that include legal services, identity theft protection, pet insurance, and more
  * Company and team bonding outlets: employee resource groups, quarterly team activity stipend, and wellness initiatives

**Our Background:**

Argo AI was founded in late 2016 by industry experts with extensive experience
building robotic systems for commercial applications. Our once-small team has
since grown into an over 1,000-person strong company with strategic
partnerships with two of the world's leading automakers: Ford and Volkswagen.
Our self-driving system is the first with commercial deployment plans for
Europe and the U.S., and thanks to an ability to tap into both automakers'
global reach, our technology platform has the largest geographic deployment
potential of any self-driving technology to date.

At Argo AI, we believe that embracing differences delivers superior results.
We are an equal opportunity employer that is committed to an inclusive
environment for all employees.

"
Bear Robotics,"Software Engineer, Robotics Perception","Redwood City, CA","## **About the position:**

You will be responsible for the robotics perception stack, ranging from sensor
selection, interfacing, calibration, integration with navigation stack, all
the way to data processing and perception algorithms. The perception stack is
critical for our robot to operate safely, accurately and intelligently. You
will be working with the team to design, prototype, develop, test, deploy,
maintain and improve various algorithms of the perception stack. You are
expected to be highly autonomous and to lead technical directions. You are
also expected to work with high-level product requirements, and to manage
individual project priorities, deadlines and deliverables with your technical
expertise.

Minimum qualifications:

  

  * BS/MS in CS or related field and 5+ years of robotics industry experiences, or  
PhD in CS or related field and 2+ years of robotics industry experiences

  * Solid data structures, algorithms and software design
  * Solid C++, Python coding

3+ of the following must-have experiences:

  * 2D/3D camera modeling, characterization and calibration
  * Lidar sensor modeling, characterization and calibration
  * 2D image processing and related libraries (OpenCV)
  * 3D sensor processing and related libraries (PCL)
  * 2D/3D tracking systems
  * Multi-view geometry camera systems
  * Visual odometry and visual SLAM

Nice-to-have experiences:

  * Octave/Matlab/Python data analysis
  * GPU software frameworks (CUDA, OpenCL)
  * ML/DL image classification/recognition models (YOLO, RCNN)
  * Indoor mobile robot
  * Linux and ROS

  

  

## **About Bear Robotics:**

We are Bear Robotics, a team who has worked hard on developing our amazing
robot Servi. Since starting in 2017, our culture of fun, collaboration, and
smart ideas has catapulted us to the ~100 people at Bear Robotics you see
today. We never stop looking for the brightest minds to help us solve big
problems in the hospitality industry.  
  
As a startup, Bear Robotics provides the opportunity for personal development,
cross-functional growth, and building up expertise in your field. We pride
ourselves on communicating ideas rapidly, and achieve this by keeping our
hierarchy flat and meetings to a minimum. People who come up with the best
ideas and initiatives are rewarded in our employee bonus program!  
  
Servi autonomously shuttles food from the kitchen out to customer tables and
then brings the dishes back for cleaning, but has no plans to stop there! Our
goal is to become the number one company in the world for hospitality
robotics. Servi is already in kitchens around the world, and we are on the
cusp of mass distributing our robots. Apply today to join the Bear team!

"
ThorDrive inc,C++ Robotics Engineer,"Cincinnati, OH","ThorDrive is a rapidly growing company in the field of robotics and artificial
intelligence. Our technology has been developed over 15 years by respected
experts and highly motivated professionals. After successful, rigorous real-
world environment testing, we bring our experience in aviation industry and
work to deliver automation in the airside. We are working closely with
airports and testing our technology in the live airport environment.

We are looking for a highly motivated individual to work as a C++ robotics
engineer in Cincinnati, OH. You will be responsible for developing robotics
software with C++ that will be used in autonomous driving, integrating it into
full stack and validating it through simulation and onboard testing.

Responsibilities:

  * Develop high-quality C++ source code that will be used for autonomous driving (e.g., sensor interface, vehicle control)
  * Write the code in such a way that it is robust, memory efficient and real time in Linux environment
  * Apply software engineering best practices such as code reviews, version control, design guidelines, refactoring and unit testing
  * Work closely with autonomy software engineering team and integrate the code into entire software stack
  * Validate the performance through simulation and onboard testing, report the result in verbal/written way

Requirements:

  * Solid C++ coding skills
  * Experience in building software application or library, especially in Linux environment
  * Strong background in code optimization for performance improvement in microseconds
  * Detail-oriented in terms of programming (CPU/memory utilization, computation speed)
  * Eager to learn new technology
  * Team player and excellent in written and verbal communication
  * Startup mindset

Preferred Experience:

  * Experience in Linux system and knowledge of kernel, bash, file system and etc.
  * ROS application development
  * Autonomous driving technology (perception, planning, localization, control etc)
  * Hands-on experience with various sensors (lidars, RGB cameras, thermal cameras, GPS/IMU sensor etc)
  * Understanding in RTOS (real-time operating system)
  * Client/server, TCP/IP socket programming

Note:

  * You will have a C++ coding assessment
  * Please fill out application on this link: https://hire.lever.co/jobs/postings/edit/8b655a6d-550a-4ede-b84d-7ebdf71f73bd?view=conditionalAll&status=external-only&location=Cincinnati%2C%20OH

Job Type: Full-time

Benefits:

  * Dental insurance
  * Flexible schedule
  * Health insurance
  * Paid time off
  * Vision insurance

Schedule:

  * 8 hour shift
  * Monday to Friday

Education:

  * Bachelor's (Preferred)

Work Location: Multiple Locations

"
Nike,Lead Robotics Engineer,"Beaverton, OR","Become a Part of the NIKE, Inc. Team

NIKE, Inc. does more than outfit the world’s best athletes. It is a place to
explore potential, obliterate boundaries and push out the edges of what can
be. The company looks for people who can grow, think, dream and create. Its
culture thrives by embracing diversity and rewarding imagination. The brand
seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person
bringing skills and passion to a challenging and constantly evolving game.

Innovation is oxygen for NIKE, Inc., and the company depends on its talented,
global workforce to breathe originality and curiosity into everything they do.
The Nike Advanced Innovation team strives for lighter, faster, bigger,
smarter, smaller, more efficient, more sustainable and more personal. They
imagine, research, analyze and invent the next industry-changing technology to
advance athletic performance. In roles that span research, design, materials
and manufacturing, the Advanced Innovation team looks to the future and
focuses on making the seemingly impossible, possible.

WHO WE ARE LOOKING FOR

We are seeking a curious and dedicated Lead Robotics Engineer to join our
team, an engineer with skills across mechanical, electrical and software and a
specific passion for robotics. Your hands-on experiences with machine design,
system development and product integration will be the foundation for the
strategies you create to build new capabilities in our R&D setting. A track-
record of self-directed learning and collaborative problem-solving is
essential. Creating complex systems in a rapidly changing environment will
expose challenges that do not have a clear solution-path. Part of your role
will be landscaping and researching new hardware, software and controls tools
and becoming a domain expert in those areas. This is a Lead role and as such
you will be expected to plan and complete strategies that leverage your
expertise and develop team members both within and outside the Automation and
Robotics function.

WHAT YOU WILL WORK ON

If this is you, you will be assigned to multiple concurrent programs and act
as an automation knowledge-base and resource to those teams, clearly
communicating and explaining automation and robotics capabilities/limitations
in both technical and non-technical manners. You will actively seek to
understand and interpret program objectives and you will be responsible for
translating those objectives into machine requirements and developing
solutions to meet those requirements through an iterative, collaborative and
data-driven approach.

Many of the solutions you identify will be electromechanical systems which
include robotics, computer vision, sensors and microcontrollers. In early-
stage programs, you will design and build machine prototypes to test your
ideas and provide a platform for Process Engineers to define key process
variables and interactions.

As programs progress, you will continue to develop the core robotics modules
and peripheral systems through both hands-on creation and through external
partnerships you lead. You will run machine landscaping activities for
potential off-the-shelf components and sub-systems and partner with Business
Development, Legal and Procurement functions to draft agreements with
strategic partners and purchase equipment.

After you validate and train others on the new systems, you will continue to
support the teams by solving problems and upgrading the systems in
development, in-particular the software and controls components handling
motion and data acquisition. Throughout this journey you will use functional
processes and best-practices and identify improvements to these tools that can
enable the team to work more efficiently.

WHO YOU WILL WORK WITH

You will be working in a premier R&D facility with a dedicated machine shop,
testing lab and product creation team to assist you. You'll have support in
embracing the hands-on parts of your role (fabricating, assembling, coding,
testing) with a growth-mindset approach and a hunger to learn. You will also
partner with Technical Program Managers, Process Engineers and Technicians as
your project core-team members as well as Materials and Software experts where
appropriate. Collaborating with these functions and standing-up new
capabilities in Innovation rewards system-based thinking and interdisciplinary
problem-solving. You won't have all the answers, but you'll be able to ask
good questions across a variety of subject-areas.

  

WHAT YOU BRING

  * Bachelor's or higher degree in Mechanical Engineering, Robotics, Mechatronics or similarly related engineering field or a combination of relevant education, experience, and training
  * 5+ years of applied experience in system design, integration of hardware solutions, robotics, or other mechatronics roles
  * Experience as a technical lead within a multi-disciplinary team that includes vendors, integrators, and software engineers
  * Demonstrated track-record as a self-directed learner
  * Ability to move fast and work with incomplete information
  * Experience programming industrial robots (ABB, B&R, or ROS Industrial a plus)
  * Experience programming microcomputers and microcontrollers (Raspberry Pi, Arduino)
  * Experience in one or more programming languages (Python or C++ a plus)
  * Comfortable with hands-on fabrication and assembly
  * Industrial electrical control panel design and assembly experience a plus
  * Software version control experience a plus
  * Computer vision experience a plus
  * Ability to dream, think, solve, and grow
  * We know that not everyone receives the same professional or educational opportunities. If there are requirements listed above that you are working towards or would like to persue and you think you would be a good fit, please apply!

  

Nike requires all applicants for this position to be vaccinated for COVID-19
as a condition of hire, unless otherwise required by law. As an equal
opportunity employer, Nike will make accommodations to individuals who cannot
be vaccinated in accordance with applicable law.

NIKE, Inc. is a growth company that looks for team members to grow with it.
Nike offers a generous total rewards package, casual work environment, a
diverse and inclusive culture, and an electric atmosphere for professional
development. No matter the location, or the role, every Nike employee shares
one galvanizing mission: To bring inspiration and innovation to every athlete*
in the world.

NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants
will receive consideration without regard to race, color, religion, sex,
national origin, age, sexual orientation, gender identity, gender expression,
veteran status, or disability.

"
Google,"Software Engineer III, Robotics, Google Research","Mountain View, CA","Minimum qualifications:

  * Bachelor’s degree or equivalent practical experience.
  * 2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree. 
  * 2 years of experience with data structures or algorithms.

  

Preferred qualifications:

  * Master's degree or PhD in Computer Science or related technical fields.
  * 2 years of experience with machine learning algorithms and tools (e.g., TensorFlow), artificial intelligence, deep learning, and/or natural language processing.
  * Post graduate work experience on Robotics, ML, or related technical fields.
  * Experience developing accessible technologies.
  * Experience developing software solutions to work on Robots.
  * Experience developing machine learning training infrastructure and deployment.

## **About the job**

Google's software engineers develop the next-generation technologies that
change how billions of users connect, explore, and interact with information
and one another. Our products need to handle information at massive scale, and
extend well beyond web search. We're looking for engineers who bring fresh
ideas from all areas, including information retrieval, distributed computing,
large-scale system design, networking and data storage, security, artificial
intelligence, natural language processing, UI design and mobile; the list goes
on and is growing every day. As a software engineer, you will work on a
specific project critical to Google’s needs with opportunities to switch teams
and projects as you and our fast-paced business grow and evolve. We need our
engineers to be versatile, display leadership qualities and be enthusiastic to
take on new problems across the full-stack as we continue to push technology
forward.

With your technical expertise you will manage project priorities, deadlines,
and deliverables. You will design, develop, test, deploy, maintain, and
enhance software solutions for Robotics.

Google Research addresses challenges that define the technology of today and
tomorrow. From conducting fundamental research to influencing product
development, our research teams have the opportunity to impact technology used
by billions of people every day.  
  
Our teams aspire to make discoveries that impact everyone, and core to our
approach is sharing our research and tools to fuel progress in the field - we
publish regularly in academic journals, release projects as open source, and
apply research to Google products.

##  **Responsibilities**

  * Work with researchers and other team members to integrate novel solutions that advance Robotics.
  * Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies. 
  * Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency). 
  * Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback. 
  * Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality. 

Google is proud to be an equal opportunity workplace and is an affirmative
action employer. We are committed to equal employment opportunity regardless
of race, color, ancestry, religion, sex, national origin, sexual orientation,
age, citizenship, marital status, disability, gender identity or Veteran
status. We also consider qualified applicants regardless of criminal
histories, consistent with legal requirements. See also Google's EEO Policy
and EEO is the Law. If you have a disability or special need that requires
accommodation, please let us know by completing our Accommodations for
Applicants form.

"
Metis Technology Solutions Inc,Robotics Software Engineer,"Moffett Field, CA","Metis is now recruiting for a Robotics Software Engineer to work on an
Innovation Research Program with NASA. This opportunity will allow the
candidate to be part of developing the newest technology to be tested on the
International Space Station.

Astrobee Localization and Multi-layered Mapping (A-LCMM) is a system which
pushes the technological boundaries of autonomous space robotics by leveraging
state-of-the-art Simultaneous Localization and Mapping (SLAM) technologies. As
an agile team, we commit code and perform code reviews with a goal of
consistently improving our system. The successful candidate is a motivated
self-starter who loves technology with fundamental knowledge of robotics
perception systems.

 **  
Required Skills:**

  * Fundamental knowledge of computational geometry and computer vision systems.
  * Knowledge of nonlinear optimization and sensor fusion techniques in the context of SLAM.
  * Proficient in C++. Experience with Python/Java.
  * Proficient with Robot Operating System (ROS).
  * Proficient in x86 and ARM Linux development environments.
  * Familiarity with source control tools and agile methodology.
  * Have a passion for quality and writing clean, solid, readable code that scales and performs well.
  * Exceptional interpersonal skills.
  * BS/MS in Computer Engineering, Aerospace Engineering, Electrical Engineering, or Computer Science with 2+ years of experience with robotics.

 **  
Other Desired Skills:**

  * Experience with 3D simulators such as Gazebo and visualization tools such as RVIZ.
  * Systems engineering experience with a focus on designing complex distributed software systems deployed onto embedded hardware for real-time applications.
  * Experience in performing verification and validation of hardware and software systems.

Must be a U.S. Citizen

Remote work may be authorized

EOE including disability and vets

"
Trelleborg Sealing Solutions,Automation and Robotics Engineer,"Louisville, CO","**Summary**

Provide systems and process analysis in support of identification of
automation opportunities. Provide automation design, development, testing,
quality assurance, implementation and training support to multiple client
operating units. Typical duties include capturing user requirements;
performing coding and data modeling, testing, quality assurance, software
configuration management, design, and program documentation; build and deploy,
implementation; upgrade; and maintaining interoperability/integration between
systems.

 **Essential Duties & Responsibilities**

  * Implement automation cells to increase efficiency in the manufacturing facility and assembly department
  * Production support and troubleshooting as needed
  * Propose, define, prioritize, and manage automation/robotics projects
  * Electrical design and component selection
  * Drive process improvements using automation
  * Develop troubleshooting guides and procedures
  * Work closely with Process engineering, Operations and quality team to solve operational problems and improve efficiency and quality.

 **Education and Experience**

This position requires a Bachelor’s degree in engineering. This position
should have a minimum of 5+ years of relevant experience. Experience with Lean
Manufacturing a plus.  
Knowledge, Skills, and Abilities

  * Bachelor’s degree in mechanical engineering or a related discipline (required)
  * 5+ years of experience (required)
  * Experience with PLC’s, CNC mills, and other common manufacturing equipment preferred
  * Project management, and process development experience
  * Extensive experience in automation and robotics

Work Environment/Physical Demands/Equipment Used  
This position is located in a manufacturing facility which requires prolonged
sitting, standing, walking, squatting, twisting, and bending. This position
will spend about 50% of their time on the production floor where heavy
machinery is present and loud sounds exist. Requires lifting up to 50 lbs.
Requires manual dexterity for typing and considerable time at a computer.  
Health and Safety – PPE Requirements  
Safety Glasses to be worn at all times when on the production floor

Job Type: Full-time

Pay: $100,000.00 - $110,000.00 per year

Benefits:

  * 401(k)
  * 401(k) matching
  * Dental insurance
  * Employee assistance program
  * Flexible spending account
  * Health insurance
  * Health savings account
  * Life insurance
  * Paid time off
  * Parental leave
  * Referral program
  * Tuition reimbursement
  * Vision insurance

Schedule:

  * 10 hour shift
  * 8 hour shift
  * Day shift
  * Monday to Friday

Education:

  * Bachelor's (Preferred)

Experience:

  * similar: 5 years (Required)

Willingness to travel:

  * 25% (Preferred)

Work Location: One location

"
